code,name,total_score,close,pct_chg,vol_ratio,weekly_resonance,squeeze_status,chip_90(%),profit_ratio(%),matched_rule,status_tag,bandwidth(%),converged_mas,listing_days,bw_percentile(%)
002762,金发拉比,88.0,10.25,5.56,1.4,周线多头排列,极度挤压(蓄势),16.2,80.3,4线汇聚(涨停豁免向上),涨停+放量双共振,2.51,"MA20,MA10,MA5,MA30",321,13.3
688426,康为世纪,88.0,21.25,3.96,1.09,周线多头排列,极度挤压(蓄势),16.8,82.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.36,"MA30,MA5,MA10,MA20",321,8.3
603110,东方材料,88.0,25.51,-0.12,0.96,周线多头排列,极度挤压(蓄势),16.3,83.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.7,"MA10,MA5,MA20,MA30",321,0.8
688296,和达科技,87.0,26.7,9.83,1.39,周线多头排列,极度挤压(蓄势),38.4,92.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.78,"MA30,MA10,MA20,MA5",321,20.0
002981,朝阳科技,87.0,24.9,5.06,2.08,周线极致收敛,极度挤压(蓄势),17.2,73.9,5线粘合汇聚,标准放量突破,2.23,"MA120,MA30,MA20,MA5,MA10",321,5.8
000571,新大洲A,87.0,6.39,4.07,1.37,周线极致收敛,窄轨即将变盘,13.5,69.0,5线粘合汇聚,涨停蓄势(免放量),1.41,"MA10,MA120,MA5,MA250,MA20",321,2.5
002266,浙富控股,87.0,4.92,2.71,1.77,周线极致收敛,极度挤压(蓄势),10.2,53.6,5线粘合汇聚,标准放量突破,1.87,"MA5,MA10,MA20,MA120,MA60",321,2.5
002127,南极电商,87.0,3.05,2.01,1.32,周线极致收敛,窄轨即将变盘,7.9,68.0,5线粘合汇聚,涨停蓄势(免放量),2.84,"MA120,MA60,MA20,MA30,MA5",321,14.2
603259,药明康德,87.0,160.49,1.76,1.11,周线多头排列,极度挤压(蓄势),25.2,87.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.61,"MA10,MA20,MA5,MA30",321,0.0
603296,华勤技术,87.0,79.5,1.44,1.37,周线极致收敛,极度挤压(蓄势),10.4,60.7,5线粘合汇聚,涨停蓄势(免放量),2.84,"MA120,MA10,MA5,MA20,MA60",321,1.7
001328,登康口腔,87.0,29.63,1.16,0.66,周线极致收敛,极度挤压(蓄势),9.5,56.2,5线粘合汇聚,涨停蓄势(免放量),2.37,"MA60,MA20,MA5,MA30,MA120",321,13.3
600593,大连圣亚,86.0,43.31,10.01,1.61,周线多头排列,低波收口,8.5,99.3,5线粘合汇聚,涨停+放量双共振,1.91,"MA5,MA250,MA10,MA30,MA20",321,29.2
603336,宏辉果蔬,86.0,10.0,0.2,0.74,周线极致收敛,极度挤压(蓄势),18.3,76.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.54,"MA250,MA20,MA120,MA30",321,16.7
600962,国投中鲁,86.0,25.87,-0.31,0.85,周线极致收敛,极度挤压(蓄势),15.7,58.5,5线粘合汇聚,涨停蓄势(免放量),1.7,"MA10,MA60,MA20,MA5,MA30",321,0.0
002145,钛能化学,85.0,4.58,3.62,1.73,周线极致收敛,低波收口,6.6,77.0,5线粘合汇聚,标准放量突破,2.71,"MA10,MA20,MA5,MA30,MA60",321,16.7
002748,世龙实业,85.0,12.02,-0.17,0.86,周线多头排列,极度挤压(蓄势),11.4,69.8,5线粘合汇聚,涨停蓄势(免放量),3.25,"MA250,MA5,MA30,MA10,MA20",321,1.7
688011,新光光电,84.0,81.36,2.99,0.76,周线多头排列,极度挤压(蓄势),19.3,84.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.86,"MA20,MA10,MA30,MA5",321,6.7
603387,基蛋生物,84.0,9.48,2.93,1.74,周线多头排列,极度挤压(蓄势),10.8,82.3,4线汇聚(涨停豁免向上),涨停+放量双共振,3.96,"MA60,MA120,MA5,MA10",321,5.8
688646,逸飞激光,84.0,76.75,1.91,1.08,周线多头排列,极度挤压(蓄势),15.0,86.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.94,"MA30,MA20,MA5,MA10",321,10.0
301270,汉仪股份,84.0,33.09,1.13,0.8,周线温和收敛,极度挤压(蓄势),12.4,77.3,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.92,"MA10,MA20,MA30,MA5",321,2.5
600488,津药药业,84.0,5.99,-0.5,0.82,周线极致收敛,窄轨即将变盘,16.1,73.7,5线粘合汇聚,涨停蓄势(免放量),2.76,"MA20,MA60,MA10,MA120,MA30",321,8.3
002745,木林森,84.0,12.3,-0.65,0.85,周线极致收敛,低波收口,13.1,91.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),0.95,"MA60,MA20,MA30,MA10",321,29.2
002925,盈趣科技,84.0,24.43,-0.93,0.67,周线多头排列,极度挤压(蓄势),10.7,93.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.7,"MA60,MA30,MA20,MA10",321,25.0
001225,和泰机电,83.0,47.82,5.12,1.29,周线温和收敛,极度挤压(蓄势),15.7,84.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.63,"MA5,MA120,MA10,MA30",321,29.2
605005,合兴股份,83.0,16.29,3.49,1.6,周线极致收敛,极度挤压(蓄势),16.5,74.0,5线粘合汇聚,标准放量突破,3.01,"MA60,MA30,MA5,MA20,MA10",321,0.8
301166,优宁维,83.0,28.7,3.39,1.25,周线极致收敛,极度挤压(蓄势),13.5,44.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.77,"MA60,MA5,MA10,MA120",321,37.5
000809,和展能源,83.0,3.56,3.19,1.73,周线温和收敛,极度挤压(蓄势),16.7,66.5,5线粘合汇聚,标准放量突破,1.28,"MA20,MA30,MA10,MA5,MA250",321,9.2
301336,趣睡科技,83.0,41.86,1.18,0.91,周线极致收敛,极度挤压(蓄势),11.2,60.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.92,"MA60,MA120,MA250,MA5",321,11.7
001359,平安电工,83.0,88.98,0.24,0.92,周线极致收敛,极度挤压(蓄势),25.4,64.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.71,"MA120,MA10,MA5,MA20",321,5.8
688663,新风光,83.0,55.54,-0.04,1.0,周线温和收敛,极度挤压(蓄势),17.9,62.8,5线粘合汇聚,涨停蓄势(免放量),0.91,"MA60,MA20,MA120,MA30,MA5",321,0.8
002836,新宏泽,82.0,10.84,10.05,1.6,周线温和收敛,极度挤压(蓄势),19.7,89.4,4线汇聚(涨停豁免向上),涨停+放量双共振,1.59,"MA5,MA30,MA20,MA10",321,27.5
301045,天禄科技,82.0,73.5,2.74,1.17,周线极致收敛,极度挤压(蓄势),30.8,83.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.38,"MA20,MA10,MA30,MA5",321,10.8
688508,芯朋微,82.0,90.1,0.4,1.03,周线温和收敛,极度挤压(蓄势),21.1,81.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.29,"MA10,MA5,MA20,MA30",321,1.7
603997,继峰股份,81.0,12.35,5.74,1.85,周线温和收敛,窄轨即将变盘,11.3,63.1,5线粘合汇聚,标准放量突破,2.72,"MA20,MA5,MA30,MA10,MA60",321,9.2
600403,大有能源,81.0,7.0,4.32,1.1,周线多头排列,极度挤压(蓄势),20.9,63.5,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.41,"MA5,MA30,MA10,MA20",321,24.2
600448,华纺股份,80.0,3.22,9.9,2.62,周线温和收敛,窄轨即将变盘,16.2,90.7,5线粘合汇聚,涨停+放量双共振,1.94,"MA30,MA120,MA5,MA20,MA10",321,10.0
603677,奇精机械,80.0,13.95,5.44,1.29,周线温和收敛,极度挤压(蓄势),16.3,68.2,5线粘合汇聚,涨停蓄势(免放量),2.16,"MA60,MA5,MA10,MA20,MA30",321,22.5
002045,国光电器,80.0,9.15,3.27,1.1,周线温和收敛,极度挤压(蓄势),13.4,74.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.24,"MA30,MA5,MA10,MA20",321,20.0
600697,欧亚集团,80.0,11.28,2.73,1.06,周线温和收敛,极度挤压(蓄势),13.5,65.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.62,"MA120,MA30,MA20,MA5",321,42.5
603790,雅运股份,80.0,24.21,0.79,0.83,周线温和收敛,极度挤压(蓄势),17.4,67.5,5线粘合汇聚,涨停蓄势(免放量),2.18,"MA5,MA10,MA20,MA120,MA30",321,0.0
600516,方大炭素,79.0,5.51,5.15,2.61,周线极致收敛,正常扩张,11.8,60.3,5线粘合汇聚,标准放量突破,1.33,"MA20,MA30,MA10,MA5,MA60",321,37.5
300649,杭州园林,79.0,27.39,5.06,1.09,周线温和收敛,极度挤压(蓄势),22.0,81.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.88,"MA30,MA5,MA20,MA10",321,27.5
601811,新华文轩,79.0,12.64,4.9,2.41,周线极致收敛,正常扩张,10.5,84.5,5线粘合汇聚,标准放量突破,2.68,"MA20,MA30,MA60,MA10,MA5",321,61.7
300661,圣邦股份,79.0,116.46,4.17,1.47,周线极致收敛,极度挤压(蓄势),23.0,75.1,4线汇聚(涨停豁免向上),涨停+放量双共振,3.34,"MA10,MA5,MA20,MA30",321,0.0
300857,协创数据,79.0,266.98,3.09,1.29,周线温和收敛,极度挤压(蓄势),19.1,77.4,5线粘合汇聚,涨停蓄势(免放量),1.76,"MA30,MA20,MA60,MA5,MA10",321,5.0
688585,上纬新材,79.0,150.3,2.18,1.42,周线极致收敛,极度挤压(蓄势),20.9,48.1,5线粘合汇聚,涨停+放量双共振,2.68,"MA10,MA5,MA20,MA120,MA60",321,5.8
301607,富特科技,79.0,44.25,2.17,1.07,周线温和收敛,极度挤压(蓄势),23.5,75.9,5线粘合汇聚,涨停蓄势(免放量),1.71,"MA20,MA30,MA10,MA60,MA5",321,4.2
688620,安凯微,79.0,17.49,1.98,1.67,周线多头排列,低波收口,16.8,98.6,5线粘合汇聚,涨停+放量双共振,2.48,"MA60,MA10,MA20,MA30,MA5",321,30.0
603578,三星新材,79.0,14.05,1.52,0.7,周线温和收敛,极度挤压(蓄势),15.0,87.2,5线粘合汇聚,涨停蓄势(免放量),2.91,"MA120,MA30,MA250,MA20,MA10",321,8.3
002199,东晶电子,79.0,12.3,0.65,1.1,周线极致收敛,极度挤压(蓄势),14.5,40.4,5线粘合汇聚,涨停蓄势(免放量),2.91,"MA120,MA5,MA10,MA60,MA20",321,0.0
688627,精智达,79.0,486.5,-0.38,0.85,周线极致收敛,极度挤压(蓄势),28.4,64.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.17,"MA5,MA10,MA20,MA30",321,7.5
688630,芯碁微装,79.0,431.2,-0.42,1.03,周线极致收敛,极度挤压(蓄势),31.3,77.0,5线粘合汇聚,涨停蓄势(免放量),2.84,"MA10,MA20,MA5,MA30,MA60",321,0.0
688512,慧智微-U,79.0,13.97,-0.92,0.89,周线温和收敛,极度挤压(蓄势),16.9,53.2,5线粘合汇聚,涨停蓄势(免放量),0.91,"MA10,MA120,MA5,MA20,MA60",320,0.8
300981,中红医疗,78.0,15.92,4.26,1.43,周线多头排列,低波收口,23.0,82.7,4线汇聚(涨停豁免向上),涨停+放量双共振,1.53,"MA5,MA30,MA10,MA20",321,30.0
002906,华阳集团,78.0,27.92,3.25,1.46,周线极致收敛,低波收口,13.9,67.7,5线粘合汇聚,涨停+放量双共振,2.25,"MA30,MA5,MA20,MA10,MA120",321,16.7
603506,南都物业,77.0,11.44,4.67,1.28,周线温和收敛,窄轨即将变盘,13.7,75.0,5线粘合汇聚,涨停蓄势(免放量),2.73,"MA5,MA120,MA30,MA20,MA10",321,13.3
000820,神雾节能,77.0,3.6,4.05,1.38,周线多头排列,极度挤压(蓄势),15.1,36.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.06,"MA5,MA10,MA20,MA30",321,23.3
002292,奥飞娱乐,77.0,8.63,3.6,1.28,周线多头排列,正常扩张,12.5,89.8,5线粘合汇聚,涨停蓄势(免放量),2.51,"MA30,MA20,MA5,MA250,MA10",321,39.2
001207,联科科技,77.0,17.98,1.87,1.62,周线温和收敛,窄轨即将变盘,17.0,78.6,5线粘合汇聚,涨停+放量双共振,2.72,"MA30,MA20,MA5,MA10,MA250",321,3.3
300401,花园生物,76.0,16.11,7.11,1.94,周线温和收敛,极度挤压(蓄势),27.1,79.9,5线粘合汇聚,标准放量突破,2.72,"MA120,MA250,MA20,MA5,MA30",321,26.7
600303,曙光股份,76.0,3.02,4.14,0.93,周线温和收敛,极度挤压(蓄势),18.3,63.8,5线粘合汇聚,涨停蓄势(免放量),1.92,"MA30,MA120,MA5,MA20,MA10",321,9.2
002388,新亚制程,76.0,7.03,3.69,2.53,周线多头排列,极度挤压(蓄势),24.3,98.4,4线汇聚(涨停豁免向上),涨停+放量双共振,3.85,"MA30,MA10,MA20,MA5",321,25.0
002660,茂硕电源,76.0,7.84,3.16,1.09,周线温和收敛,极度挤压(蓄势),15.9,54.8,5线粘合汇聚,涨停蓄势(免放量),1.96,"MA30,MA120,MA5,MA20,MA10",321,32.5
603779,威龙股份,76.0,8.24,2.87,0.85,周线温和收敛,极度挤压(蓄势),31.3,64.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.78,"MA60,MA120,MA5,MA30",321,21.7
000045,深纺织Ａ,76.0,10.97,1.48,1.26,周线温和收敛,极度挤压(蓄势),15.0,74.7,5线粘合汇聚,涨停蓄势(免放量),3.22,"MA30,MA5,MA20,MA10,MA120",321,14.2
688352,颀中科技,76.0,19.32,0.47,0.81,周线温和收敛,极度挤压(蓄势),26.0,75.5,5线粘合汇聚,涨停蓄势(免放量),2.64,"MA10,MA60,MA20,MA30,MA5",321,17.5
605100,华丰股份,76.0,33.8,-0.82,1.79,周线温和收敛,极度挤压(蓄势),17.5,60.1,5线粘合汇聚,涨停+放量双共振,2.95,"MA5,MA10,MA20,MA30,MA60",321,12.5
301115,联检科技,76.0,31.36,-0.98,0.91,周线温和收敛,极度挤压(蓄势),20.2,79.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.96,"MA20,MA10,MA5,MA30",321,11.7
300813,泰林生物,75.0,21.95,10.58,2.19,周线温和收敛,极度挤压(蓄势),19.8,85.7,5线粘合汇聚,标准放量突破,3.3,"MA60,MA5,MA10,MA30,MA20",321,10.0
600822,上海物贸,75.0,9.38,9.96,2.28,周线极致收敛,正常扩张,10.7,93.5,5线粘合汇聚,涨停+放量双共振,3.44,"MA30,MA20,MA120,MA5,MA10",321,75.8
002640,跨境通,75.0,3.77,9.91,1.84,周线极致收敛,正常扩张,15.4,91.5,5线粘合汇聚,涨停+放量双共振,2.25,"MA30,MA20,MA5,MA120,MA10",321,36.7
002577,雷柏科技,75.0,20.83,4.73,2.99,周线极致收敛,正常扩张,11.9,91.7,5线粘合汇聚,涨停+放量双共振,3.19,"MA60,MA10,MA30,MA5,MA20",321,51.7
603607,京华激光,75.0,25.0,2.42,1.83,周线极致收敛,正常扩张,11.5,93.9,5线粘合汇聚,涨停+放量双共振,3.03,"MA120,MA60,MA30,MA20,MA10",321,44.2
300197,节能铁汉,75.0,1.97,1.03,0.8,周线极致收敛,极度挤压(蓄势),24.2,33.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.88,"MA120,MA60,MA250,MA5",321,14.2
001331,胜通能源,75.0,43.65,0.9,0.76,周线温和收敛,极度挤压(蓄势),25.8,44.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),0.94,"MA5,MA120,MA10,MA20",321,0.0
300363,博腾股份,75.0,22.07,0.05,1.07,周线多头排列,低波收口,19.1,91.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.4,"MA30,MA10,MA250,MA5",321,30.0
300575,中旗股份,74.0,6.35,7.08,1.95,周线温和收敛,低波收口,13.4,92.5,5线粘合汇聚,标准放量突破,2.54,"MA30,MA5,MA10,MA20,MA250",321,15.8
301393,昊帆生物,74.0,58.94,0.67,1.14,周线极致收敛,低波收口,13.6,51.5,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.29,"MA10,MA5,MA20,MA120",321,18.3
002321,华英农业,73.0,2.18,10.1,1.33,周线多头排列,正常扩张,11.2,86.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.25,"MA5,MA30,MA20,MA10",321,45.0
603009,北特科技,73.0,47.37,10.01,1.66,周线温和收敛,窄轨即将变盘,14.9,67.7,5线粘合汇聚,涨停+放量双共振,3.13,"MA5,MA60,MA30,MA10,MA20",321,6.7
300320,海达股份,73.0,8.53,4.53,2.36,周线温和收敛,窄轨即将变盘,9.8,53.9,5线粘合汇聚,标准放量突破,2.82,"MA5,MA10,MA20,MA30,MA60",321,0.0
688265,南模生物,72.0,40.77,2.57,1.72,周线温和收敛,极度挤压(蓄势),19.9,52.5,4线汇聚(涨停豁免向上),涨停+放量双共振,2.31,"MA60,MA120,MA10,MA5",321,14.2
920957,汉维科技,72.0,10.3,1.98,1.7,周线极致收敛,正常扩张,12.9,77.6,5线粘合汇聚,涨停+放量双共振,3.05,"MA30,MA5,MA20,MA10,MA120",320,39.2
002705,新宝股份,72.0,11.4,1.88,1.87,周线温和收敛,极度挤压(蓄势),23.3,41.0,5线粘合汇聚,标准放量突破,1.85,"MA5,MA20,MA10,MA30,MA60",321,1.7
300692,中赋科技,72.0,8.82,1.85,0.93,周线温和收敛,极度挤压(蓄势),13.4,41.3,5线粘合汇聚,涨停蓄势(免放量),3.01,"MA250,MA120,MA5,MA60,MA10",321,15.0
001339,智微智能,72.0,78.35,1.7,1.16,周线温和收敛,极度挤压(蓄势),20.9,51.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.33,"MA5,MA10,MA120,MA20",321,0.0
605136,丽人丽妆,72.0,8.46,1.56,1.01,周线极致收敛,正常扩张,17.8,66.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.17,"MA5,MA30,MA20,MA10",321,38.3
301262,海看股份,72.0,19.9,0.81,0.98,周线极致收敛,正常扩张,9.2,35.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.49,"MA60,MA30,MA5,MA20",321,92.5
000665,湖北广电,72.0,4.13,0.73,1.19,周线极致收敛,正常扩张,12.8,59.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.06,"MA30,MA20,MA5,MA10",321,36.7
603903,中持股份,72.0,14.06,0.5,0.72,周线温和收敛,极度挤压(蓄势),17.0,61.3,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.86,"MA60,MA30,MA5,MA20",321,0.0
688670,金迪克,72.0,17.17,0.18,0.77,周线温和收敛,极度挤压(蓄势),15.1,78.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.84,"MA30,MA120,MA20,MA10",321,23.3
002204,大连重工,72.0,5.5,-0.54,0.89,周线极致收敛,正常扩张,11.9,60.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.35,"MA60,MA30,MA20,MA10",321,81.7
002972,科安达,72.0,13.13,-0.76,0.89,周线温和收敛,极度挤压(蓄势),19.8,39.8,5线粘合汇聚,涨停蓄势(免放量),2.4,"MA20,MA250,MA5,MA10,MA30",321,16.7
300434,金石亚药,71.0,12.49,19.98,2.7,周线温和收敛,正常扩张,13.4,91.4,4线汇聚(涨停豁免向上),涨停+放量双共振,1.34,"MA250,MA120,MA5,MA10",321,43.3
600609,金杯汽车,71.0,3.58,10.15,1.26,周线极致收敛,正常扩张,9.6,91.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.96,"MA60,MA30,MA20,MA10",321,54.2
002774,快意电梯,71.0,17.09,6.61,1.81,周线中性震荡,极度挤压(蓄势),18.0,94.1,4线汇聚(涨停豁免向上),涨停+放量双共振,2.06,"MA60,MA10,MA5,MA20",321,20.0
300749,顶固集创,71.0,25.9,5.5,1.62,周线中性震荡,极度挤压(蓄势),22.7,90.2,4线汇聚(涨停豁免向上),涨停+放量双共振,1.99,"MA30,MA5,MA10,MA20",321,0.0
300767,震安科技,71.0,20.3,3.31,1.25,周线中性震荡,极度挤压(蓄势),22.2,69.7,5线粘合汇聚,涨停蓄势(免放量),1.45,"MA60,MA20,MA30,MA10,MA5",321,1.7
300648,星云股份,71.0,41.28,2.79,1.48,周线中性震荡,极度挤压(蓄势),26.4,72.5,4线向上汇聚,标准放量突破,0.43,"MA10,MA5,MA30,MA20",321,5.0
600685,中船防务,71.0,28.5,2.15,0.75,周线极致收敛,正常扩张,10.5,81.3,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.99,"MA120,MA10,MA5,MA250",321,68.3
300843,胜蓝股份,71.0,142.0,1.98,0.99,周线中性震荡,极度挤压(蓄势),27.5,93.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.43,"MA60,MA10,MA30,MA20",321,0.0
688395,正弦电气,71.0,23.57,1.38,0.79,周线中性震荡,极度挤压(蓄势),22.8,77.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),0.57,"MA30,MA5,MA10,MA20",321,0.8
300006,莱美药业,71.0,5.17,1.17,1.07,周线极致收敛,正常扩张,14.5,37.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.5,"MA5,MA60,MA250,MA10",321,60.0
300989,蕾奥规划,71.0,14.91,0.81,1.34,周线中性震荡,极度挤压(蓄势),19.2,91.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.77,"MA30,MA5,MA20,MA10",321,11.7
002222,福晶科技,71.0,68.7,0.16,1.3,周线中性震荡,极度挤压(蓄势),34.6,62.8,5线粘合汇聚,涨停蓄势(免放量),1.41,"MA30,MA5,MA20,MA10,MA60",321,0.0
688796,百奥赛图,71.0,126.58,0.06,1.14,周线中性震荡,极度挤压(蓄势),20.9,66.5,4线汇聚(涨停豁免向上),涨停蓄势(免放量),0.55,"MA60,MA10,MA20,MA5",189,7.5
688313,仕佳光子,71.0,160.6,-0.11,1.0,周线中性震荡,极度挤压(蓄势),31.5,82.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.87,"MA30,MA10,MA20,MA5",321,0.8
301209,联合化学,71.0,59.75,-0.25,1.15,周线中性震荡,极度挤压(蓄势),21.0,75.3,5线粘合汇聚,涨停蓄势(免放量),1.04,"MA120,MA30,MA5,MA20,MA10",321,4.2
002975,博杰股份,71.0,104.7,-0.68,1.22,周线中性震荡,极度挤压(蓄势),31.0,64.8,5线粘合汇聚,涨停蓄势(免放量),1.54,"MA10,MA5,MA30,MA60,MA20",321,0.0
603120,肯特催化,71.0,53.83,-0.68,1.39,周线极致收敛,正常扩张,13.5,81.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.41,"MA120,MA30,MA20,MA60",321,46.7
000920,沃顿科技,70.0,12.63,10.02,2.25,周线温和收敛,低波收口,15.7,59.8,4线汇聚(涨停豁免向上),涨停+放量双共振,0.67,"MA20,MA10,MA30,MA5",321,19.2
300805,电声股份,70.0,8.3,2.47,1.06,周线极致收敛,低波收口,14.7,58.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.38,"MA60,MA5,MA20,MA30",321,17.5
603868,飞科电器,69.0,32.54,5.17,1.78,周线温和收敛,正常扩张,11.3,76.1,4线向上汇聚,标准放量突破,2.53,"MA30,MA20,MA10,MA5",321,40.8
002979,雷赛智能,69.0,54.28,2.69,1.28,周线温和收敛,窄轨即将变盘,15.5,32.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.26,"MA5,MA10,MA120,MA20",321,2.5
000739,普洛药业,69.0,23.09,2.21,1.07,周线多头排列,正常扩张,16.6,92.5,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.44,"MA20,MA30,MA10,MA5",321,45.0
688328,深科达,69.0,82.55,-0.33,0.92,周线温和收敛,窄轨即将变盘,27.7,69.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.84,"MA10,MA5,MA30,MA60",321,7.5
300577,开润股份,69.0,20.13,-0.69,0.76,周线多头排列,正常扩张,13.8,85.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.37,"MA20,MA5,MA10,MA250",321,59.2
605169,洪通燃气,69.0,12.76,-0.93,0.73,周线多头排列,正常扩张,16.8,86.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.04,"MA20,MA5,MA250,MA10",321,52.5
603960,克来机电,68.0,17.0,10.03,2.2,周线中性震荡,极度挤压(蓄势),24.0,63.0,5线粘合汇聚,涨停+放量双共振,1.81,"MA5,MA60,MA10,MA20,MA30",321,14.2
002453,华软科技,68.0,4.85,9.98,1.61,周线中性震荡,窄轨即将变盘,23.8,69.3,4线汇聚(涨停豁免向上),涨停+放量双共振,1.0,"MA30,MA5,MA20,MA10",321,12.5
