code,name,close,pct_chg,vol_ratio,matched_rule,status_tag,bandwidth(%),converged_mas,listing_days
000048,京基智农,23.2,10.0,1.58,4线汇聚(涨停豁免向上),涨停+放量双共振,2.28,"MA5,MA30,MA10,MA20",321
002174,游族网络,13.64,10.0,2.16,4线汇聚(涨停豁免向上),涨停+放量双共振,2.18,"MA60,MA10,MA30,MA20",321
600644,乐山电力,10.12,10.0,2.6,4线汇聚(涨停豁免向上),涨停+放量双共振,3.07,"MA20,MA60,MA10,MA5",321
000978,桂林旅游,9.69,9.99,1.28,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.62,"MA120,MA30,MA250,MA20",321
002912,中新赛克,21.37,9.98,2.8,4线汇聚(涨停豁免向上),涨停+放量双共振,2.42,"MA20,MA30,MA10,MA5",321
603657,春光科技,28.95,6.63,1.79,4线汇聚(涨停豁免向上),涨停+放量双共振,0.43,"MA10,MA120,MA30,MA20",321
300850,新强联,28.19,6.42,1.87,4线汇聚(涨停豁免向上),涨停+放量双共振,3.11,"MA20,MA60,MA10,MA5",321
688519,南亚新材,309.59,6.15,1.18,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.3,"MA30,MA5,MA10,MA20",321
603406,天富龙,31.3,5.92,1.57,4线汇聚(涨停豁免向上),涨停+放量双共振,3.13,"MA20,MA120,MA5,MA10",266
688031,星环科技-U,110.17,4.87,0.82,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.95,"MA60,MA20,MA30,MA10",320
003029,吉大正元,18.33,4.86,3.01,4线汇聚(涨停豁免向上),涨停+放量双共振,3.47,"MA20,MA30,MA10,MA5",321
300877,金春股份,27.89,4.57,1.94,4线汇聚(涨停豁免向上),涨停+放量双共振,1.86,"MA30,MA5,MA10,MA60",321
603936,博敏电子,18.98,4.52,1.55,4线汇聚(涨停豁免向上),涨停+放量双共振,3.06,"MA20,MA10,MA5,MA60",321
300394,天孚通信,269.0,4.25,1.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.73,"MA30,MA60,MA120,MA10",321
002902,铭普光磁,28.05,4.2,1.61,4线汇聚(涨停豁免向上),涨停+放量双共振,2.75,"MA30,MA250,MA60,MA20",321
603106,恒银科技,8.15,4.09,1.9,4线汇聚(涨停豁免向上),涨停+放量双共振,1.45,"MA20,MA5,MA120,MA10",321
603389,亚振家居,45.43,4.08,1.87,4线汇聚(涨停豁免向上),涨停+放量双共振,1.33,"MA5,MA10,MA30,MA20",321
688660,电气风电,9.24,3.94,0.97,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.72,"MA20,MA10,MA60,MA30",321
001388,信通电子,22.6,3.57,1.88,4线汇聚(涨停豁免向上),涨停+放量双共振,2.49,"MA60,MA5,MA10,MA20",294
300062,中能电气,6.62,3.28,1.78,4线汇聚(涨停豁免向上),涨停+放量双共振,2.87,"MA20,MA10,MA5,MA30",321
603115,海星股份,86.23,3.26,1.13,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.21,"MA120,MA30,MA20,MA10",321
601208,东材科技,48.59,3.01,1.11,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.6,"MA120,MA20,MA5,MA10",321
002762,金发拉比,9.67,2.98,1.68,4线汇聚(涨停豁免向上),涨停+放量双共振,2.91,"MA10,MA5,MA30,MA20",321
603663,三祥新材,43.18,2.98,1.53,4线汇聚(涨停豁免向上),涨停+放量双共振,3.32,"MA5,MA30,MA10,MA120",321
688813,泰金新能,120.96,2.84,1.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.15,"MA30,MA10,MA20,MA5",113
300620,光库科技,300.0,2.78,0.92,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.91,"MA30,MA5,MA60,MA10",321
600578,京能电力,5.71,2.7,1.9,4线汇聚(涨停豁免向上),涨停+放量双共振,3.37,"MA250,MA10,MA5,MA20",321
603376,大明电子,28.14,2.48,1.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.89,"MA30,MA20,MA10,MA5",208
688800,瑞可达,69.3,2.39,1.07,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.51,"MA20,MA10,MA250,MA5",321
688207,格灵深瞳,19.5,2.36,0.87,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.05,"MA10,MA20,MA30,MA5",321
002916,深南电路,392.31,2.35,0.93,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.3,"MA30,MA20,MA10,MA5",321
002047,宝鹰股份,3.55,2.31,0.97,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.66,"MA30,MA20,MA10,MA5",321
300369,绿盟科技,8.09,2.28,1.18,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.99,"MA20,MA30,MA250,MA10",321
002077,大港股份,14.05,2.26,2.25,4线汇聚(涨停豁免向上),涨停+放量双共振,3.72,"MA30,MA20,MA10,MA5",321
001309,德明利,418.22,2.09,1.06,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.44,"MA30,MA5,MA20,MA10",321
002757,南兴股份,17.67,2.08,1.06,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.19,"MA20,MA30,MA60,MA10",321
301626,苏州天脉,295.25,2.01,1.22,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.2,"MA20,MA10,MA60,MA5",321
600671,天目药业,23.03,1.95,1.54,4线汇聚(涨停豁免向上),涨停+放量双共振,3.56,"MA20,MA30,MA10,MA5",321
603010,万盛股份,11.79,1.9,1.46,4线汇聚(涨停豁免向上),涨停+放量双共振,2.94,"MA30,MA5,MA20,MA10",321
301205,联特科技,303.09,1.85,0.86,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.45,"MA30,MA10,MA20,MA5",321
603400,华之杰,52.12,1.84,0.85,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.73,"MA250,MA30,MA20,MA120",301
300311,任子行,5.62,1.81,1.42,4线汇聚(涨停豁免向上),涨停+放量双共振,3.6,"MA120,MA60,MA10,MA5",321
603093,南华期货,13.57,1.8,1.71,4线汇聚(涨停豁免向上),涨停+放量双共振,1.92,"MA120,MA5,MA10,MA250",321
002162,悦心健康,4.59,1.77,2.57,4线汇聚(涨停豁免向上),涨停+放量双共振,2.19,"MA120,MA30,MA20,MA10",321
600903,贵州燃气,7.58,1.74,1.48,4线汇聚(涨停豁免向上),涨停+放量双共振,3.82,"MA10,MA250,MA120,MA5",321
603306,华懋科技,78.18,1.72,1.07,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.81,"MA250,MA20,MA5,MA10",321
300857,协创数据,263.52,1.7,0.78,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.49,"MA20,MA10,MA60,MA5",321
002815,崇达技术,18.25,1.05,0.93,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.74,"MA60,MA20,MA250,MA120",321
688559,海目星,59.6,0.97,1.06,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.9,"MA250,MA20,MA5,MA10",321
002246,北化股份,23.04,0.74,0.86,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.79,"MA30,MA20,MA10,MA120",321
600266,城建发展,4.33,0.7,0.77,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.15,"MA30,MA20,MA10,MA5",321
002178,延华智能,4.75,0.64,1.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.96,"MA20,MA30,MA10,MA5",321
002851,麦格米特,127.8,0.58,0.67,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.52,"MA30,MA20,MA10,MA5",321
000723,美锦能源,3.91,0.51,1.34,4线汇聚(涨停豁免向上),涨停+放量双共振,3.51,"MA30,MA20,MA5,MA10",321
600649,城投控股,3.99,0.5,0.58,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.17,"MA30,MA120,MA20,MA10",321
600327,大东方,4.14,0.49,0.97,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.42,"MA30,MA20,MA10,MA5",321
300197,节能铁汉,2.1,0.48,0.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.3,"MA30,MA10,MA20,MA5",321
002155,湖南黄金,28.54,0.32,1.26,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.19,"MA120,MA20,MA5,MA10",321
601011,宝泰隆,3.11,0.32,1.06,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.16,"MA120,MA20,MA5,MA10",321
002463,沪电股份,127.92,0.29,0.63,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.29,"MA30,MA20,MA10,MA5",321
002194,武汉凡谷,10.86,0.28,1.23,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.98,"MA30,MA20,MA10,MA5",321
002628,成都路桥,5.18,0.19,0.88,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.94,"MA60,MA30,MA120,MA20",321
600362,江西铜业,49.64,0.14,1.01,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.82,"MA30,MA20,MA10,MA5",321
001389,广合科技,174.0,0.05,0.76,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.52,"MA30,MA20,MA10,MA120",321
301357,北方长龙,104.2,0.02,0.82,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.41,"MA20,MA30,MA120,MA10",321
002204,大连重工,5.89,10.09,2.62,5线粘合汇聚,涨停+放量双共振,2.4,"MA20,MA60,MA10,MA30,MA5",321
600488,津药药业,5.9,10.07,2.52,5线粘合汇聚,涨停+放量双共振,3.28,"MA10,MA5,MA60,MA20,MA120",321
600876,凯盛新能,7.91,10.01,2.32,5线粘合汇聚,涨停+放量双共振,3.17,"MA60,MA30,MA20,MA10,MA5",321
000722,湖南发展,14.74,10.0,1.72,5线粘合汇聚,涨停+放量双共振,3.34,"MA60,MA20,MA250,MA30,MA10",321
603318,水发燃气,10.35,9.99,1.72,5线粘合汇聚,涨停+放量双共振,3.47,"MA30,MA120,MA5,MA20,MA10",321
301297,富乐德,44.35,8.97,1.42,5线粘合汇聚,涨停+放量双共振,3.18,"MA250,MA10,MA60,MA5,MA120",321
600812,华北制药,5.18,7.92,3.4,5线粘合汇聚,标准放量突破,2.78,"MA60,MA10,MA5,MA120,MA20",321
600101,明星电力,8.49,6.79,3.16,5线粘合汇聚,标准放量突破,1.99,"MA20,MA10,MA5,MA30,MA60",321
600505,西昌电力,11.39,5.86,2.89,5线粘合汇聚,标准放量突破,3.02,"MA20,MA10,MA5,MA30,MA60",321
600113,浙江东日,34.16,5.63,1.46,5线粘合汇聚,涨停+放量双共振,2.47,"MA10,MA60,MA20,MA30,MA5",321
000889,中嘉博创,4.2,5.53,2.73,5线粘合汇聚,标准放量突破,2.21,"MA120,MA30,MA20,MA5,MA10",321
300051,琏升科技,8.5,4.55,1.96,5线粘合汇聚,标准放量突破,1.92,"MA5,MA10,MA60,MA20,MA30",321
300049,福瑞医科,45.31,4.4,0.96,5线粘合汇聚,涨停蓄势(免放量),2.71,"MA10,MA20,MA60,MA5,MA30",321
000537,绿发电力,8.03,4.15,2.06,5线粘合汇聚,涨停+放量双共振,2.87,"MA10,MA60,MA5,MA20,MA30",321
002242,九阳股份,8.85,4.12,2.24,5线粘合汇聚,标准放量突破,3.01,"MA10,MA60,MA5,MA20,MA30",321
300235,方直科技,11.62,4.03,2.14,5线粘合汇聚,标准放量突破,3.3,"MA20,MA30,MA10,MA5,MA60",321
300840,酷特智能,19.67,3.91,0.98,5线粘合汇聚,涨停蓄势(免放量),1.78,"MA5,MA60,MA30,MA20,MA10",321
601061,中信金属,12.64,3.78,1.62,5线粘合汇聚,标准放量突破,2.56,"MA10,MA20,MA5,MA30,MA120",321
688605,先锋精科,81.94,3.62,1.35,5线粘合汇聚,标准放量突破,2.08,"MA30,MA10,MA20,MA120,MA5",321
300863,卡倍亿,42.72,3.51,1.54,5线粘合汇聚,标准放量突破,3.09,"MA30,MA250,MA5,MA10,MA20",321
600582,天地科技,4.94,3.35,2.18,5线粘合汇聚,标准放量突破,1.3,"MA5,MA60,MA10,MA20,MA30",321
002140,东华科技,9.61,3.11,2.5,5线粘合汇聚,标准放量突破,2.69,"MA60,MA30,MA20,MA10,MA5",321
002108,沧州明珠,4.5,2.97,2.26,5线粘合汇聚,标准放量突破,2.11,"MA60,MA30,MA20,MA5,MA10",321
300414,中光防雷,11.57,2.84,1.67,5线粘合汇聚,标准放量突破,2.72,"MA60,MA20,MA10,MA30,MA5",321
002508,老板电器,16.33,2.51,1.73,5线粘合汇聚,标准放量突破,2.57,"MA60,MA10,MA30,MA5,MA20",321
605507,国邦医药,16.04,2.23,1.34,5线粘合汇聚,标准放量突破,1.04,"MA10,MA20,MA60,MA5,MA30",321
600390,五矿资本,5.11,2.2,1.5,5线粘合汇聚,标准放量突破,2.77,"MA60,MA30,MA20,MA120,MA5",321
600917,重庆燃气,5.17,2.17,2.43,5线粘合汇聚,标准放量突破,3.35,"MA30,MA20,MA10,MA5,MA120",321
000601,韶能股份,6.45,2.06,2.16,5线粘合汇聚,标准放量突破,2.67,"MA10,MA20,MA5,MA30,MA60",321
002613,北玻股份,3.53,2.02,2.42,5线粘合汇聚,标准放量突破,2.25,"MA30,MA20,MA5,MA10,MA60",321
600918,中泰证券,5.71,1.96,1.43,5线粘合汇聚,标准放量突破,1.99,"MA60,MA30,MA5,MA20,MA120",321
600821,金开新能,6.37,1.92,1.37,5线粘合汇聚,涨停+放量双共振,3.04,"MA10,MA20,MA5,MA60,MA30",321
300422,博世科,4.4,1.85,1.68,5线粘合汇聚,标准放量突破,3.3,"MA20,MA10,MA5,MA30,MA60",321
688267,中触媒,19.63,1.76,1.63,5线粘合汇聚,标准放量突破,2.76,"MA60,MA30,MA20,MA10,MA5",321
002434,万里扬,5.98,1.7,1.93,5线粘合汇聚,标准放量突破,0.57,"MA30,MA20,MA10,MA60,MA5",321
000862,银星能源,5.54,1.65,1.92,5线粘合汇聚,标准放量突破,3.08,"MA60,MA20,MA10,MA5,MA30",321
002958,青农商行,3.08,1.65,1.33,5线粘合汇聚,标准放量突破,2.74,"MA60,MA20,MA250,MA10,MA30",321
600400,红豆股份,3.13,1.62,0.84,5线粘合汇聚,涨停蓄势(免放量),2.96,"MA60,MA10,MA30,MA20,MA5",321
300847,中船汉光,14.58,1.6,1.38,5线粘合汇聚,标准放量突破,3.14,"MA60,MA20,MA10,MA30,MA5",321
000037,深南电A,9.62,1.58,2.31,5线粘合汇聚,涨停+放量双共振,1.69,"MA60,MA5,MA10,MA20,MA250",321
601218,吉鑫科技,4.63,1.54,1.71,5线粘合汇聚,标准放量突破,3.01,"MA60,MA20,MA10,MA5,MA30",321
688161,威高骨科,22.66,1.52,1.46,5线粘合汇聚,标准放量突破,2.99,"MA60,MA30,MA10,MA20,MA5",321
600979,广安爱众,4.1,1.49,2.03,5线粘合汇聚,标准放量突破,1.54,"MA20,MA60,MA30,MA10,MA5",321
300569,天能重工,4.81,1.48,1.64,5线粘合汇聚,标准放量突破,1.53,"MA10,MA20,MA5,MA60,MA30",321
002510,天汽模,5.74,1.41,1.95,5线粘合汇聚,标准放量突破,2.4,"MA60,MA20,MA30,MA5,MA10",321
301559,中集环科,13.48,1.35,2.15,5线粘合汇聚,标准放量突破,2.71,"MA60,MA20,MA30,MA10,MA5",321
601880,辽港股份,1.5,1.35,1.31,5线粘合汇聚,标准放量突破,1.87,"MA60,MA20,MA10,MA30,MA5",321
601901,方正证券,6.97,1.31,1.36,5线粘合汇聚,标准放量突破,1.28,"MA20,MA30,MA10,MA5,MA120",321
003035,南网能源,5.8,1.22,1.5,5线粘合汇聚,涨停+放量双共振,2.34,"MA20,MA30,MA60,MA5,MA10",321
603386,骏亚科技,14.96,1.01,1.39,5线粘合汇聚,标准放量突破,3.21,"MA10,MA60,MA5,MA250,MA120",321
600483,福能股份,11.06,1.0,1.31,5线粘合汇聚,标准放量突破,3.48,"MA60,MA30,MA20,MA5,MA10",321
003037,三和管桩,5.9,0.85,2.12,5线粘合汇聚,标准放量突破,2.92,"MA60,MA30,MA20,MA10,MA5",321
000670,盈方微,7.23,0.84,1.2,5线粘合汇聚,涨停蓄势(免放量),2.23,"MA60,MA30,MA5,MA10,MA20",321
600982,宁波能源,5.05,0.8,1.73,5线粘合汇聚,标准放量突破,1.64,"MA20,MA10,MA60,MA5,MA250",321
600789,鲁抗医药,7.78,0.78,1.81,5线粘合汇聚,标准放量突破,2.09,"MA30,MA20,MA120,MA10,MA5",321
603051,鹿山新材,22.54,0.76,1.51,5线粘合汇聚,标准放量突破,3.11,"MA30,MA20,MA120,MA10,MA5",321
600198,大唐电信,8.01,0.75,1.39,5线粘合汇聚,涨停+放量双共振,3.49,"MA30,MA5,MA20,MA10,MA60",321
000966,长源电力,4.17,0.72,1.51,5线粘合汇聚,标准放量突破,1.8,"MA20,MA10,MA5,MA60,MA30",321
300185,通裕重工,2.8,0.72,1.45,5线粘合汇聚,标准放量突破,1.49,"MA20,MA10,MA5,MA30,MA60",321
603053,成都燃气,9.05,0.67,1.71,5线粘合汇聚,标准放量突破,2.83,"MA60,MA20,MA30,MA10,MA5",321
600717,天津港,4.42,0.45,1.31,5线粘合汇聚,标准放量突破,2.72,"MA60,MA30,MA20,MA120,MA10",321
001319,铭科精技,20.67,0.44,1.38,5线粘合汇聚,标准放量突破,3.31,"MA30,MA60,MA20,MA10,MA5",321
000088,盐 田 港,4.66,0.43,1.45,5线粘合汇聚,标准放量突破,3.47,"MA60,MA250,MA120,MA30,MA20",321
601608,中信重工,4.97,0.4,1.31,5线粘合汇聚,标准放量突破,1.84,"MA60,MA20,MA30,MA10,MA5",321
601200,上海环境,7.05,0.28,1.41,5线粘合汇聚,标准放量突破,1.69,"MA60,MA20,MA10,MA5,MA30",321
