code,name,total_score,close,pct_chg,vol_ratio,weekly_resonance,squeeze_status,chip_90(%),profit_ratio(%),matched_rule,status_tag,bandwidth(%),converged_mas,listing_days,bw_percentile(%)
688469,芯联集成-U,83.0,8.72,3.44,1.42,周线极致收敛,极度挤压(蓄势),17.4,63.2,5线粘合汇聚,标准放量突破,3.22,"MA10,MA5,MA20,MA60,MA30",320,0.0
000069,华侨城Ａ,83.0,1.83,3.39,2.06,周线极致收敛,极度挤压(蓄势),13.6,68.2,5线粘合汇聚,标准放量突破,2.86,"MA60,MA5,MA10,MA30,MA20",320,29.2
688139,海尔生物,83.0,31.36,2.35,1.43,周线温和收敛,极度挤压(蓄势),12.4,80.2,5线粘合汇聚,标准放量突破,3.15,"MA30,MA5,MA20,MA10,MA250",320,6.7
600488,津药药业,83.0,6.1,1.84,0.83,周线极致收敛,窄轨即将变盘,16.0,83.3,5线粘合汇聚,涨停蓄势(免放量),3.14,"MA20,MA60,MA120,MA30,MA10",320,14.2
300062,中能电气,83.0,6.47,1.73,0.83,周线极致收敛,极度挤压(蓄势),17.4,42.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.16,"MA20,MA10,MA30,MA5",320,6.7
002374,中锐股份,83.0,3.1,1.64,1.07,周线极致收敛,极度挤压(蓄势),13.3,38.6,5线粘合汇聚,涨停蓄势(免放量),2.5,"MA5,MA60,MA10,MA20,MA30",320,9.2
002199,东晶电子,83.0,12.4,0.81,1.09,周线极致收敛,极度挤压(蓄势),14.8,44.0,5线粘合汇聚,涨停蓄势(免放量),2.57,"MA120,MA10,MA5,MA60,MA20",320,0.0
603118,共进股份,82.0,18.43,10.03,1.18,周线多头排列,低波收口,17.5,93.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.73,"MA5,MA30,MA10,MA20",320,24.2
000002,万  科Ａ,82.0,3.32,9.93,3.13,周线极致收敛,正常扩张,10.5,87.3,5线粘合汇聚,涨停+放量双共振,1.77,"MA5,MA20,MA10,MA60,MA30",320,45.8
001324,长青科技,82.0,20.67,6.0,1.75,周线极致收敛,正常扩张,8.3,89.1,5线粘合汇聚,标准放量突破,2.39,"MA60,MA250,MA120,MA30,MA20",320,76.7
301580,爱迪特,82.0,57.0,3.43,1.09,周线极致收敛,极度挤压(蓄势),24.3,81.9,5线粘合汇聚,涨停蓄势(免放量),2.84,"MA30,MA60,MA20,MA10,MA5",320,3.3
001331,胜通能源,82.0,44.86,2.77,1.19,周线极致收敛,极度挤压(蓄势),25.0,56.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.35,"MA120,MA20,MA10,MA5",320,0.8
688585,上纬新材,82.0,154.2,2.59,1.24,周线极致收敛,极度挤压(蓄势),20.9,54.8,5线粘合汇聚,涨停蓄势(免放量),1.7,"MA10,MA120,MA20,MA5,MA60",320,7.5
300987,川网传媒,82.0,15.25,0.59,1.54,周线极致收敛,极度挤压(蓄势),13.5,89.5,4线向上汇聚,标准放量突破,3.8,"MA30,MA20,MA10,MA5",320,61.7
000410,沈阳机床,81.0,5.57,10.08,2.75,周线极致收敛,低波收口,14.1,87.1,4线汇聚(涨停豁免向上),涨停+放量双共振,2.4,"MA5,MA10,MA20,MA30",320,16.7
301019,宁波色母,81.0,15.55,4.08,1.8,周线温和收敛,窄轨即将变盘,11.4,63.9,5线粘合汇聚,标准放量突破,2.46,"MA5,MA10,MA30,MA20,MA60",320,14.2
688030,山石网科,81.0,17.9,2.76,0.74,周线极致收敛,低波收口,11.6,93.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.44,"MA10,MA20,MA30,MA5",320,16.7
301015,百洋医药,80.0,25.55,10.41,2.3,周线温和收敛,窄轨即将变盘,14.2,83.1,5线粘合汇聚,标准放量突破,2.73,"MA60,MA250,MA5,MA10,MA20",320,6.7
688244,永信至诚,80.0,15.9,9.35,1.08,周线温和收敛,极度挤压(蓄势),14.8,62.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.68,"MA60,MA10,MA20,MA30",320,54.2
002660,茂硕电源,80.0,8.11,3.44,1.44,周线温和收敛,极度挤压(蓄势),15.7,77.9,5线粘合汇聚,涨停+放量双共振,2.41,"MA120,MA30,MA5,MA10,MA20",320,32.5
000571,新大洲A,80.0,6.55,2.5,1.16,周线极致收敛,窄轨即将变盘,13.5,77.5,5线粘合汇聚,涨停蓄势(免放量),3.42,"MA120,MA10,MA250,MA20,MA5",320,7.5
688237,超卓航科,80.0,58.49,2.18,0.95,周线温和收敛,极度挤压(蓄势),14.5,74.1,5线粘合汇聚,涨停蓄势(免放量),2.39,"MA60,MA20,MA5,MA30,MA10",320,15.8
300843,胜蓝股份,80.0,144.81,1.98,1.04,周线多头排列,极度挤压(蓄势),27.5,95.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.01,"MA60,MA30,MA20,MA10",320,4.2
002189,中光学,80.0,19.35,1.9,1.1,周线温和收敛,窄轨即将变盘,11.7,50.1,5线粘合汇聚,涨停蓄势(免放量),0.96,"MA5,MA30,MA60,MA20,MA10",320,5.8
000922,佳电股份,80.0,12.16,1.84,1.55,周线温和收敛,极度挤压(蓄势),14.7,62.7,5线粘合汇聚,标准放量突破,1.99,"MA250,MA60,MA10,MA5,MA30",320,2.5
300487,蓝晓科技,80.0,68.78,1.78,0.8,周线极致收敛,窄轨即将变盘,16.3,74.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.16,"MA120,MA20,MA30,MA60",320,15.0
603677,奇精机械,80.0,14.16,1.51,0.92,周线温和收敛,极度挤压(蓄势),16.3,73.0,5线粘合汇聚,涨停蓄势(免放量),2.21,"MA60,MA5,MA10,MA20,MA30",320,25.0
603578,三星新材,80.0,14.25,1.42,0.98,周线温和收敛,窄轨即将变盘,15.0,88.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.95,"MA120,MA30,MA250,MA20",320,10.8
603790,雅运股份,80.0,24.54,1.36,0.84,周线温和收敛,极度挤压(蓄势),17.4,71.6,5线粘合汇聚,涨停蓄势(免放量),2.36,"MA10,MA20,MA120,MA5,MA30",320,2.5
002882,金龙羽,80.0,23.32,1.26,1.1,周线温和收敛,极度挤压(蓄势),16.2,63.7,5线粘合汇聚,涨停蓄势(免放量),2.0,"MA30,MA120,MA5,MA20,MA10",320,12.5
688663,新风光,80.0,56.2,1.19,1.22,周线温和收敛,极度挤压(蓄势),17.9,67.6,5线粘合汇聚,涨停蓄势(免放量),1.85,"MA60,MA20,MA120,MA30,MA10",320,2.5
000045,深纺织Ａ,80.0,11.08,1.0,1.14,周线温和收敛,极度挤压(蓄势),14.7,78.6,5线粘合汇聚,涨停蓄势(免放量),2.59,"MA30,MA5,MA10,MA20,MA120",320,2.5
603506,南都物业,80.0,11.49,0.44,1.13,周线温和收敛,极度挤压(蓄势),13.5,77.2,5线粘合汇聚,涨停蓄势(免放量),2.65,"MA120,MA5,MA30,MA20,MA10",320,12.5
001207,联科科技,80.0,18.01,0.17,0.89,周线温和收敛,窄轨即将变盘,17.0,80.7,5线粘合汇聚,涨停蓄势(免放量),2.68,"MA30,MA20,MA10,MA250,MA120",320,3.3
600261,阳光照明,79.0,3.51,10.03,3.63,周线极致收敛,正常扩张,11.5,90.0,5线粘合汇聚,涨停+放量双共振,2.16,"MA30,MA20,MA10,MA5,MA120",320,53.3
601811,新华文轩,79.0,13.9,9.97,2.44,周线极致收敛,正常扩张,10.5,97.0,4线汇聚(涨停豁免向上),涨停+放量双共振,2.5,"MA20,MA30,MA60,MA10",320,93.3
300756,金马游乐,79.0,33.05,7.31,1.71,周线温和收敛,极度挤压(蓄势),16.9,88.0,4线向上汇聚,标准放量突破,2.88,"MA20,MA30,MA10,MA5",320,10.8
000510,新金路,79.0,18.6,4.38,1.31,周线温和收敛,极度挤压(蓄势),27.3,81.8,5线粘合汇聚,涨停蓄势(免放量),2.01,"MA30,MA120,MA20,MA60,MA10",320,16.7
002409,雅克科技,79.0,138.83,3.07,1.28,周线极致收敛,极度挤压(蓄势),30.1,47.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.56,"MA120,MA10,MA5,MA20",320,3.3
600679,上海凤凰,79.0,10.28,3.01,2.27,周线极致收敛,正常扩张,11.1,81.1,5线粘合汇聚,标准放量突破,2.52,"MA30,MA5,MA120,MA20,MA10",320,44.2
300510,金冠股份,79.0,3.45,2.99,1.37,周线极致收敛,极度挤压(蓄势),14.4,58.1,5线粘合汇聚,涨停蓄势(免放量),2.91,"MA60,MA5,MA10,MA20,MA30",320,13.3
600897,厦门空港,79.0,15.12,2.72,1.44,周线极致收敛,正常扩张,5.0,67.6,5线粘合汇聚,标准放量突破,2.07,"MA60,MA5,MA30,MA120,MA20",320,50.0
300311,任子行,79.0,5.75,2.5,0.81,周线极致收敛,极度挤压(蓄势),12.2,42.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.94,"MA60,MA20,MA10,MA30",320,66.7
001339,智微智能,79.0,80.19,2.35,1.27,周线温和收敛,极度挤压(蓄势),20.9,60.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.57,"MA10,MA5,MA20,MA120",320,2.5
301166,优宁维,79.0,29.3,2.09,1.51,周线极致收敛,极度挤压(蓄势),13.3,59.7,5线粘合汇聚,涨停+放量双共振,3.03,"MA5,MA120,MA10,MA20,MA30",320,29.2
688508,芯朋微,79.0,91.92,2.02,1.03,周线温和收敛,极度挤压(蓄势),21.1,87.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.13,"MA10,MA20,MA30,MA5",320,2.5
688290,景业智能,79.0,64.3,1.95,1.58,周线极致收敛,极度挤压(蓄势),15.5,50.9,4线汇聚(涨停豁免向上),涨停+放量双共振,3.44,"MA120,MA60,MA10,MA5",320,5.0
688512,慧智微-U,79.0,14.18,1.5,1.36,周线温和收敛,极度挤压(蓄势),16.7,57.5,5线粘合汇聚,涨停蓄势(免放量),1.17,"MA120,MA20,MA10,MA60,MA5",320,0.8
300857,协创数据,79.0,267.89,0.34,1.08,周线温和收敛,极度挤压(蓄势),19.1,80.7,5线粘合汇聚,涨停蓄势(免放量),2.15,"MA30,MA60,MA20,MA5,MA10",320,6.7
605100,华丰股份,79.0,33.81,0.03,0.98,周线温和收敛,极度挤压(蓄势),17.3,59.8,5线粘合汇聚,涨停蓄势(免放量),1.58,"MA10,MA5,MA20,MA60,MA30",320,14.2
300197,节能铁汉,79.0,1.97,0.0,0.83,周线极致收敛,极度挤压(蓄势),24.2,33.5,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.28,"MA120,MA60,MA250,MA5",320,15.8
300305,裕兴股份,79.0,6.44,-0.16,0.74,周线温和收敛,极度挤压(蓄势),21.0,65.9,5线粘合汇聚,涨停蓄势(免放量),0.92,"MA120,MA30,MA20,MA10,MA250",320,8.3
300097,智云股份,78.0,10.85,11.17,2.07,周线中性震荡,极度挤压(蓄势),17.3,96.5,4线汇聚(涨停豁免向上),涨停+放量双共振,1.69,"MA30,MA10,MA5,MA20",320,35.0
002833,弘亚数控,78.0,18.32,2.81,1.62,周线极致收敛,低波收口,10.5,67.7,5线粘合汇聚,涨停+放量双共振,3.2,"MA60,MA5,MA120,MA30,MA10",320,19.2
603759,海天股份,77.0,7.8,7.29,2.63,周线极致收敛,低波收口,13.7,82.2,5线粘合汇聚,标准放量突破,3.34,"MA60,MA5,MA10,MA30,MA20",320,30.0
600746,江苏索普,77.0,7.27,6.13,1.93,周线多头排列,窄轨即将变盘,22.9,81.5,5线粘合汇聚,涨停+放量双共振,2.84,"MA30,MA5,MA120,MA20,MA10",320,10.0
002292,奥飞娱乐,77.0,8.88,2.9,1.73,周线多头排列,正常扩张,12.7,98.7,5线粘合汇聚,涨停+放量双共振,2.69,"MA30,MA20,MA250,MA5,MA10",320,38.3
600593,大连圣亚,77.0,44.15,1.94,2.04,周线多头排列,正常扩张,10.4,95.5,5线粘合汇聚,涨停+放量双共振,1.99,"MA250,MA10,MA30,MA20,MA5",320,50.8
603917,合力科技,77.0,13.67,0.51,1.17,周线多头排列,正常扩张,10.0,97.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.7,"MA30,MA20,MA5,MA10",320,31.7
300729,乐歌股份,77.0,10.88,0.46,1.83,周线极致收敛,低波收口,11.7,80.4,4线向上汇聚,标准放量突破,3.74,"MA60,MA30,MA5,MA20",320,28.3
601026,道生天合,76.0,15.95,10.0,2.51,周线极致收敛,正常扩张,12.1,70.0,4线汇聚(涨停豁免向上),涨停+放量双共振,2.76,"MA10,MA5,MA60,MA20",228,32.5
300711,广哈通信,76.0,19.07,6.36,0.99,周线温和收敛,极度挤压(蓄势),15.9,63.3,5线粘合汇聚,涨停蓄势(免放量),2.89,"MA30,MA5,MA20,MA120,MA10",320,24.2
300018,中元股份,76.0,12.05,4.87,1.66,周线温和收敛,极度挤压(蓄势),14.6,51.5,5线粘合汇聚,标准放量突破,2.09,"MA5,MA10,MA20,MA30,MA250",320,1.7
603661,恒林股份,76.0,32.62,4.12,0.91,周线温和收敛,极度挤压(蓄势),17.8,54.7,5线粘合汇聚,涨停蓄势(免放量),2.35,"MA20,MA10,MA30,MA5,MA120",320,15.8
603009,北特科技,76.0,49.29,4.05,1.79,周线温和收敛,窄轨即将变盘,14.6,84.7,5线粘合汇聚,涨停+放量双共振,3.23,"MA60,MA5,MA30,MA20,MA10",320,9.2
000031,大悦城,76.0,2.23,3.72,1.55,周线温和收敛,极度挤压(蓄势),14.0,59.6,5线粘合汇聚,标准放量突破,2.54,"MA5,MA60,MA30,MA10,MA20",320,39.2
688207,格灵深瞳,76.0,19.95,3.37,1.1,周线极致收敛,窄轨即将变盘,19.5,73.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.83,"MA30,MA60,MA10,MA5",320,15.0
300599,雄塑科技,76.0,11.84,3.23,1.18,周线温和收敛,极度挤压(蓄势),17.4,72.2,5线粘合汇聚,涨停蓄势(免放量),3.36,"MA120,MA10,MA5,MA20,MA30",320,7.5
300692,中赋科技,76.0,9.1,3.17,1.57,周线温和收敛,极度挤压(蓄势),13.2,61.0,5线粘合汇聚,涨停+放量双共振,3.24,"MA250,MA120,MA60,MA5,MA10",320,10.0
688589,力合微,76.0,20.65,3.1,1.41,周线温和收敛,极度挤压(蓄势),17.5,74.9,5线粘合汇聚,标准放量突破,3.25,"MA60,MA30,MA10,MA20,MA5",320,4.2
605116,奥锐特,76.0,19.76,2.49,1.96,周线极致收敛,窄轨即将变盘,18.0,42.5,4线汇聚(涨停豁免向上),涨停+放量双共振,3.43,"MA5,MA10,MA20,MA60",320,0.0
000656,金科股份,76.0,1.25,2.46,1.46,周线温和收敛,极度挤压(蓄势),9.4,47.4,4线汇聚(涨停豁免向上),涨停+放量双共振,3.03,"MA5,MA10,MA60,MA20",320,42.5
003029,吉大正元,76.0,17.73,2.31,0.73,周线温和收敛,极度挤压(蓄势),13.3,62.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.37,"MA30,MA20,MA10,MA5",320,31.7
603284,林平发展,76.0,41.17,1.91,1.25,周线极致收敛,窄轨即将变盘,15.0,44.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.49,"MA60,MA5,MA10,MA20",148,3.3
301101,明月镜片,76.0,29.79,1.67,1.61,周线极致收敛,正常扩张,12.6,65.8,5线粘合汇聚,标准放量突破,1.96,"MA5,MA10,MA60,MA20,MA30",320,32.5
600516,方大炭素,76.0,5.6,1.63,1.84,周线极致收敛,正常扩张,11.6,64.2,5线粘合汇聚,标准放量突破,2.43,"MA30,MA20,MA60,MA10,MA5",320,46.7
600697,欧亚集团,76.0,11.39,0.98,0.57,周线温和收敛,极度挤压(蓄势),13.3,71.0,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.28,"MA120,MA30,MA20,MA5",320,35.8
688352,颀中科技,76.0,19.47,0.78,1.01,周线温和收敛,极度挤压(蓄势),26.0,77.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.98,"MA60,MA20,MA10,MA30",320,20.0
300805,电声股份,76.0,8.3,0.0,0.97,周线极致收敛,窄轨即将变盘,14.5,58.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.32,"MA60,MA5,MA30,MA20",320,15.0
600640,国脉文化,75.0,12.06,10.04,2.58,周线极致收敛,正常扩张,12.9,88.9,5线粘合汇聚,涨停+放量双共振,2.88,"MA30,MA20,MA5,MA10,MA120",320,55.0
001317,三羊马,75.0,54.51,10.01,1.01,周线极致收敛,正常扩张,13.6,82.3,5线粘合汇聚,涨停蓄势(免放量),2.47,"MA5,MA250,MA60,MA10,MA120",320,33.3
000504,南华生物,75.0,10.01,10.0,2.18,周线极致收敛,正常扩张,12.8,99.6,4线汇聚(涨停豁免向上),涨停+放量双共振,3.21,"MA20,MA30,MA10,MA120",320,60.0
601155,新城控股,75.0,12.24,9.87,2.0,周线极致收敛,正常扩张,14.0,86.0,4线汇聚(涨停豁免向上),涨停+放量双共振,2.13,"MA5,MA30,MA20,MA10",320,38.3
600606,绿地控股,75.0,1.45,9.85,2.45,周线极致收敛,正常扩张,9.3,92.3,5线粘合汇聚,涨停+放量双共振,2.95,"MA60,MA30,MA20,MA5,MA10",320,49.2
301336,趣睡科技,75.0,44.61,6.57,1.74,周线多头排列,低波收口,11.2,91.2,4线汇聚(涨停豁免向上),涨停+放量双共振,3.78,"MA250,MA20,MA5,MA30",320,24.2
002881,美格智能,75.0,45.3,5.79,1.46,周线极致收敛,正常扩张,13.5,83.9,4线汇聚(涨停豁免向上),涨停+放量双共振,2.64,"MA5,MA20,MA250,MA10",320,32.5
002788,鹭燕医药,75.0,11.1,5.01,1.56,周线极致收敛,极度挤压(蓄势),23.9,53.7,4线汇聚(涨停豁免向上),涨停+放量双共振,2.99,"MA60,MA5,MA20,MA10",320,4.2
688131,皓元医药,75.0,98.79,4.95,1.53,周线中性震荡,极度挤压(蓄势),17.0,90.7,4线汇聚(涨停豁免向上),涨停+放量双共振,2.61,"MA10,MA20,MA5,MA30",320,19.2
300235,方直科技,75.0,12.07,4.05,1.64,周线中性震荡,极度挤压(蓄势),15.1,68.6,5线粘合汇聚,标准放量突破,1.46,"MA30,MA20,MA60,MA10,MA5",320,27.5
002960,青鸟智控,75.0,8.7,3.94,1.83,周线温和收敛,低波收口,12.7,71.7,5线粘合汇聚,标准放量突破,2.4,"MA60,MA5,MA10,MA30,MA20",320,17.5
301448,开创电气,75.0,48.3,3.54,1.59,周线中性震荡,极度挤压(蓄势),13.6,95.1,4线向上汇聚,标准放量突破,2.19,"MA30,MA20,MA5,MA10",320,23.3
002705,新宝股份,75.0,11.68,2.46,2.02,周线温和收敛,极度挤压(蓄势),23.3,52.6,5线粘合汇聚,标准放量突破,1.57,"MA20,MA10,MA5,MA30,MA60",320,5.8
002309,中利集团,75.0,2.98,2.41,0.91,周线温和收敛,极度挤压(蓄势),27.7,33.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.24,"MA5,MA60,MA10,MA20",320,1.7
002597,金禾实业,75.0,21.81,2.06,0.76,周线极致收敛,正常扩张,8.5,76.0,5线粘合汇聚,涨停蓄势(免放量),2.94,"MA20,MA120,MA250,MA5,MA10",320,37.5
603373,安邦护卫,75.0,40.78,1.39,0.83,周线中性震荡,窄轨即将变盘,14.4,82.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.63,"MA10,MA5,MA30,MA20",320,1.7
601222,林洋能源,75.0,5.94,1.19,0.95,周线极致收敛,正常扩张,9.0,61.7,5线粘合汇聚,涨停蓄势(免放量),2.86,"MA30,MA20,MA5,MA120,MA250",320,55.0
300902,国安达,75.0,17.35,0.46,0.64,周线温和收敛,正常扩张,12.8,80.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.19,"MA120,MA20,MA10,MA30",320,33.3
605136,丽人丽妆,75.0,8.47,0.12,1.02,周线极致收敛,正常扩张,17.8,66.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.75,"MA5,MA30,MA20,MA10",320,32.5
002265,建设工业,75.0,20.17,-0.15,0.74,周线极致收敛,正常扩张,12.5,48.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.4,"MA30,MA20,MA5,MA120",320,80.0
001359,平安电工,75.0,88.49,-0.37,0.88,周线极致收敛,极度挤压(蓄势),25.0,63.5,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.95,"MA120,MA10,MA20,MA5",320,4.2
002745,木林森,75.0,12.23,-0.57,0.72,周线极致收敛,正常扩张,13.1,87.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.32,"MA60,MA30,MA20,MA10",320,33.3
002786,银宝山新,74.0,7.89,5.06,2.04,周线极致收敛,低波收口,11.0,52.9,5线粘合汇聚,涨停+放量双共振,3.48,"MA5,MA10,MA60,MA120,MA30",320,27.5
603663,三祥新材,74.0,45.29,3.83,1.03,周线中性震荡,极度挤压(蓄势),31.9,82.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.32,"MA30,MA20,MA120,MA10",320,10.8
601061,中信金属,74.0,11.54,3.68,1.13,周线极致收敛,低波收口,12.6,38.1,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.42,"MA5,MA60,MA10,MA20",320,22.5
002981,朝阳科技,74.0,25.73,3.33,1.82,周线极致收敛,低波收口,17.0,79.5,5线粘合汇聚,标准放量突破,3.16,"MA120,MA30,MA20,MA10,MA5",320,20.0
300244,迪安诊断,74.0,19.01,3.15,1.51,周线极致收敛,低波收口,11.9,53.5,5线粘合汇聚,涨停+放量双共振,3.26,"MA20,MA5,MA250,MA120,MA60",320,17.5
300515,三德科技,74.0,15.64,2.69,1.23,周线极致收敛,低波收口,11.5,45.4,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.91,"MA5,MA10,MA120,MA20",320,18.3
300622,博士眼镜,74.0,15.16,2.36,1.76,周线极致收敛,低波收口,11.9,52.8,5线粘合汇聚,涨停+放量双共振,3.07,"MA5,MA60,MA10,MA30,MA20",320,28.3
688395,正弦电气,74.0,24.06,2.08,0.96,周线中性震荡,极度挤压(蓄势),22.6,81.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.58,"MA30,MA20,MA10,MA5",320,5.8
002687,乔治白,74.0,6.36,1.11,0.91,周线中性震荡,极度挤压(蓄势),19.1,83.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.65,"MA5,MA10,MA30,MA20",320,10.8
301335,天元宠物,73.0,25.43,7.98,2.0,周线多头排列,正常扩张,11.8,97.0,4线汇聚(涨停豁免向上),涨停+放量双共振,3.08,"MA120,MA5,MA10,MA30",320,74.2
688653,康希通信,73.0,15.05,7.89,1.69,周线温和收敛,窄轨即将变盘,21.0,74.8,5线粘合汇聚,涨停+放量双共振,2.27,"MA10,MA250,MA60,MA20,MA5",320,13.3
300171,东富龙,73.0,15.45,7.59,1.8,周线多头排列,正常扩张,14.2,98.6,4线汇聚(涨停豁免向上),涨停+放量双共振,2.75,"MA10,MA30,MA20,MA5",320,60.0
603116,红蜻蜓,73.0,6.6,6.62,1.82,周线温和收敛,窄轨即将变盘,19.1,75.6,5线粘合汇聚,标准放量突破,2.4,"MA120,MA5,MA10,MA30,MA20",320,15.0
300613,富瀚微,73.0,79.8,6.53,1.32,周线多头排列,正常扩张,16.9,98.5,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.38,"MA10,MA20,MA5,MA30",320,42.5
688211,中科微至,73.0,31.56,4.82,1.72,周线温和收敛,窄轨即将变盘,14.3,51.8,5线粘合汇聚,标准放量突破,2.43,"MA10,MA5,MA20,MA30,MA60",320,10.8
300649,杭州园林,73.0,28.26,3.18,1.08,周线温和收敛,低波收口,22.0,90.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),1.7,"MA30,MA20,MA10,MA5",320,29.2
688328,深科达,73.0,85.0,2.97,1.04,周线温和收敛,窄轨即将变盘,27.3,79.2,5线粘合汇聚,涨停蓄势(免放量),2.17,"MA10,MA5,MA60,MA30,MA20",320,0.8
603757,XD大元泵,73.0,68.2,2.93,1.24,周线温和收敛,窄轨即将变盘,20.1,67.6,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.15,"MA5,MA30,MA60,MA10",320,10.8
688620,安凯微,73.0,17.99,2.86,1.25,周线多头排列,正常扩张,17.3,98.2,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.2,"MA60,MA10,MA20,MA30",320,39.2
601877,正泰电器,73.0,25.26,2.39,1.31,周线温和收敛,窄轨即将变盘,14.7,41.8,5线粘合汇聚,涨停蓄势(免放量),2.14,"MA5,MA60,MA10,MA30,MA20",320,2.5
601138,工业富联,73.0,62.71,2.35,1.46,周线温和收敛,窄轨即将变盘,14.9,35.9,5线粘合汇聚,涨停+放量双共振,2.57,"MA5,MA250,MA20,MA60,MA10",320,2.5
002979,雷赛智能,73.0,55.18,1.66,1.24,周线温和收敛,窄轨即将变盘,15.5,40.9,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.13,"MA10,MA5,MA120,MA20",320,2.5
603025,大豪科技,73.0,13.57,1.57,1.24,周线温和收敛,窄轨即将变盘,13.2,41.2,5线粘合汇聚,涨停蓄势(免放量),2.69,"MA10,MA5,MA60,MA20,MA30",320,0.0
688479,友车科技,73.0,34.4,1.5,1.18,周线温和收敛,窄轨即将变盘,17.8,64.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.2,"MA60,MA30,MA20,MA5",320,12.5
002520,日发精机,73.0,6.23,0.97,0.95,周线温和收敛,窄轨即将变盘,16.9,38.1,5线粘合汇聚,涨停蓄势(免放量),2.42,"MA5,MA120,MA60,MA250,MA10",320,8.3
605169,洪通燃气,73.0,12.8,0.31,0.87,周线多头排列,正常扩张,16.7,88.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),2.47,"MA20,MA250,MA5,MA10",320,46.7
001288,运机集团,73.0,29.88,-0.27,0.71,周线多头排列,正常扩张,12.9,92.7,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.27,"MA20,MA250,MA5,MA10",320,39.2
603068,博通集成,72.0,39.81,10.0,1.79,周线极致收敛,正常扩张,9.6,68.7,5线粘合汇聚,涨停+放量双共振,3.21,"MA120,MA5,MA10,MA250,MA20",320,43.3
600790,轻纺城,72.0,3.63,5.83,2.16,周线温和收敛,极度挤压(蓄势),16.5,79.4,4线向上汇聚,标准放量突破,3.79,"MA60,MA30,MA20,MA5",320,20.0
000026,飞亚达,72.0,19.79,4.82,1.71,周线温和收敛,极度挤压(蓄势),18.4,44.6,4线汇聚(涨停豁免向上),涨停+放量双共振,2.36,"MA5,MA60,MA10,MA120",320,7.5
301200,大族数控,72.0,271.17,4.75,1.54,周线温和收敛,极度挤压(蓄势),29.3,57.4,4线汇聚(涨停豁免向上),涨停+放量双共振,2.3,"MA120,MA5,MA10,MA20",320,0.0
300604,长川科技,72.0,279.73,4.71,1.36,周线温和收敛,极度挤压(蓄势),26.3,62.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.21,"MA10,MA5,MA20,MA30",320,5.0
688403,汇成股份,72.0,26.39,4.18,1.35,周线温和收敛,极度挤压(蓄势),34.9,74.8,4线汇聚(涨停豁免向上),涨停蓄势(免放量),3.34,"MA30,MA20,MA5,MA10",320,6.7
920122,中纺标,72.0,24.34,2.48,1.54,周线极致收敛,正常扩张,12.4,64.9,5线粘合汇聚,标准放量突破,3.49,"MA60,MA30,MA20,MA5,MA10",320,44.2
002245,蔚蓝锂芯,72.0,18.25,1.67,1.12,周线温和收敛,极度挤压(蓄势),17.8,54.5,5线粘合汇聚,涨停蓄势(免放量),2.93,"MA120,MA20,MA30,MA10,MA60",320,0.0
