code,name,curr_close,line_price,distance_pct,ma_spread,drop_pct
601333,广深铁路,3.13,3.07,1.87,1.0,21.75
601985,中国核电,9.08,8.94,1.59,1.17,23.89
601816,京沪高铁,4.9,4.92,-0.41,3.75,22.93
600998,九州通,5.05,5.1,-1.0,2.19,20.42
002818,富森美,11.03,11.31,-2.47,3.83,22.54
600511,国药股份,27.05,27.74,-2.49,3.87,25.69
