代码,名称,类型,形态阶段,综合评分,时间共振,周期详情,双线共振,波浪穷竭,最大跌幅(%),双轨收敛,首阳放量,量比,现价,宏观阻力价,次级阻力价,偏差(%),均线带宽(%)
600420,国药现代,次新,回踩确认,54.5,否,无,是,是,29.6,否,否,0.94,8.49,8.54,8.54,-0.58,1.6
001212,中旗新材,次新,回踩确认,54.5,否,无,是,是,53.6,否,否,0.83,33.51,33.78,33.87,-0.81,1.37
600839,四川长虹,次新,回踩确认,54.5,否,无,是,是,45.0,否,否,0.91,6.95,7.03,7.07,-1.14,1.06
600305,恒顺醋业,次新,临界变盘,54.5,否,无,是,是,25.4,否,否,1.18,6.82,6.92,6.77,-1.45,0.76
603027,千禾味业,次新,突破初现,54.4,否,无,是,是,40.1,否,否,1.02,7.5,7.44,7.48,0.87,1.37
300926,博俊科技,次新,回踩确认,54.4,否,无,是,是,52.1,否,否,0.94,17.69,17.64,17.21,0.3,1.95
002183,怡 亚 通,次新,回踩确认,54.4,否,无,是,是,46.5,否,否,0.96,4.35,4.34,4.39,0.21,2.05
002599,盛通股份,次新,回踩确认,54.4,否,无,是,是,50.3,否,否,0.71,5.83,5.85,5.98,-0.34,1.88
600507,方大特钢,次新,回踩确认,54.3,否,无,是,是,46.2,否,否,0.8,4.26,4.22,4.29,0.87,1.41
002021,中捷资源,次新,回踩确认,54.3,否,无,是,是,45.2,否,否,1.14,2.67,2.66,2.7,0.39,1.88
002123,梦网科技,次新,回踩确认,54.3,否,无,是,是,51.9,否,否,0.92,8.24,8.22,8.28,0.29,2.01
002533,金杯电工,次新,临界变盘,54.3,否,无,是,是,37.8,否,否,1.67,11.26,11.44,11.47,-1.55,0.73
600728,佳都科技,次新,回踩确认,54.2,否,无,是,是,45.7,否,否,0.94,4.74,4.73,4.74,0.23,2.09
000683,博源化工,次新,临界变盘,54.2,否,无,是,是,45.3,否,否,1.01,6.37,6.38,6.37,-0.15,2.18
000090,天健集团,次新,临界变盘,54.2,否,无,是,是,39.2,否,否,0.89,3.48,3.5,3.47,-0.68,1.63
600475,华光环能,次新,回踩确认,54.0,否,无,是,是,52.2,否,否,0.9,14.89,14.79,14.77,0.69,1.7
000685,中山公用,次新,临界变盘,54.0,否,无,是,是,26.7,否,否,1.08,11.43,11.45,11.41,-0.15,2.26
603639,海利尔,次新,临界变盘,54.0,否,无,是,是,34.9,否,否,0.55,10.66,10.78,10.79,-1.07,1.32
002444,巨星科技,次新,临界变盘,54.0,否,无,是,是,32.0,否,否,0.65,30.55,31.02,31.01,-1.53,0.87
600983,惠而浦,次新,临界变盘,53.9,否,无,是,是,44.5,否,否,0.88,7.61,7.72,7.7,-1.36,1.08
688085,三友医疗,次新,突破初现,53.8,否,无,否,是,48.7,否,是,1.6,13.7,13.29,0.0,3.08,1.41
600218,全柴动力,次新,临界变盘,53.8,否,无,是,是,44.4,否,否,0.83,7.71,7.65,7.65,0.75,1.72
002685,华东重机,次新,回踩确认,53.8,否,无,是,是,54.2,否,否,1.38,5.43,5.42,5.44,0.28,2.22
600905,三峡能源,次新,临界变盘,53.8,是,Fib-55x2(110K),是,否,22.0,否,否,0.87,3.68,3.69,3.68,-0.31,2.16
601798,蓝科高新,次新,临界变盘,53.8,否,无,是,是,36.7,否,否,1.07,7.79,7.82,7.85,-0.35,2.15
300287,飞利信,次新,回踩确认,53.8,否,无,是,是,50.0,否,否,1.0,3.68,3.7,3.76,-0.43,2.07
000726,鲁  泰Ａ,次新,临界变盘,53.8,否,无,是,是,32.2,否,否,1.02,5.91,6.03,6.04,-2.04,0.44
603697,有友食品,次新,突破初现,53.7,否,无,否,是,36.7,否,是,1.8,9.93,9.63,0.0,3.09,1.42
000755,山西高速,次新,临界变盘,53.6,否,无,是,是,26.5,否,否,0.74,4.77,4.81,4.81,-0.89,1.66
002170,芭田股份,次新,突破初现,53.5,否,无,是,是,28.9,否,否,0.83,11.73,11.65,11.81,0.65,1.96
920011,晨光电机,次新,回踩确认,53.5,否,无,是,是,46.9,否,否,0.55,18.66,18.66,19.04,0.02,2.58
688439,振华风光,次新,临界变盘,53.5,否,无,是,是,48.4,否,否,1.09,38.63,39.3,39.35,-1.71,0.87
603708,家家悦,次新,回踩确认,53.5,否,无,是,是,41.2,否,否,1.1,9.42,9.59,9.59,-1.79,0.81
300824,北鼎股份,次新,临界变盘,53.3,否,无,是,是,48.3,否,否,0.51,7.85,7.84,7.83,0.06,2.61
601965,中国汽研,次新,临界变盘,53.3,否,无,是,是,45.7,否,否,0.68,14.05,14.32,14.23,-1.88,0.82
601800,中国交建,次新,回踩确认,53.2,否,无,是,是,37.2,否,否,1.15,5.97,5.9,5.87,1.21,1.51
688314,康拓医疗,次新,回踩确认,53.2,否,无,是,是,52.0,否,否,1.3,31.39,31.37,31.95,0.06,2.64
600797,浙大网新,次新,回踩确认,53.2,否,无,是,是,49.7,否,否,1.11,6.96,6.99,6.94,-0.39,2.34
601368,绿城水务,次新,临界变盘,53.2,否,无,是,是,28.4,否,否,1.13,4.53,4.59,4.5,-1.3,1.4
001308,康冠科技,次新,临界变盘,53.2,否,无,是,是,28.4,否,否,0.97,18.13,18.47,18.58,-1.83,0.9
002351,漫步者,次新,临界变盘,53.1,否,无,是,是,33.4,否,否,0.84,10.14,10.22,10.19,-0.77,1.99
600269,赣粤高速,次新,突破初现,53.0,否,无,是,是,31.7,否,否,1.19,3.92,3.89,3.82,0.84,1.96
600939,重庆建工,次新,临界变盘,53.0,否,无,是,是,47.6,否,否,0.92,2.7,2.73,2.64,-0.95,1.85
300441,鲍斯股份,次新,回踩确认,53.0,否,无,是,是,30.2,否,否,0.55,6.94,7.03,7.04,-1.25,1.56
600023,浙能电力,次新,临界变盘,53.0,否,无,是,是,28.4,否,否,1.48,4.88,4.97,4.97,-1.82,0.99
600742,富维股份,次新,临界变盘,52.9,否,无,是,是,38.7,否,否,0.68,7.76,7.71,7.8,0.71,2.12
300771,智莱科技,次新,临界变盘,52.9,否,无,是,是,46.2,否,否,0.96,11.71,11.85,11.67,-1.21,1.61
601788,光大证券,次新,临界变盘,52.9,否,无,是,是,27.9,否,否,0.99,14.65,14.85,14.39,-1.32,1.53
605259,绿田机械,次新,临界变盘,52.9,否,无,是,是,30.9,否,否,0.93,17.73,18.05,17.75,-1.79,1.06
002304,洋河股份,次新,回踩确认,52.8,否,无,否,是,47.0,否,是,1.6,39.59,38.88,0.0,1.82,3.05
301372,科净源,次新,突破初现,52.8,否,无,否,是,42.4,否,是,1.47,31.37,31.32,0.0,0.17,4.72
600178,东安动力,次新,临界变盘,52.8,否,无,否,是,39.8,否,是,1.47,10.1,10.26,0.0,-1.53,3.36
600558,大西洋,次新,回踩确认,52.7,否,无,是,是,36.3,否,否,0.65,4.8,4.86,4.9,-1.29,1.62
002061,浙江交科,次新,临界变盘,52.7,否,无,是,是,25.7,否,否,0.99,3.47,3.52,3.53,-1.44,1.47
603197,保隆科技,次新,临界变盘,52.7,否,无,是,是,36.3,否,否,0.98,30.27,30.78,29.99,-1.65,1.28
301386,未来电器,次新,临界变盘,52.6,否,无,是,是,39.2,否,否,1.06,20.23,20.35,20.54,-0.6,2.37
603676,卫信康,次新,回踩确认,52.6,否,无,是,是,32.4,否,否,0.71,9.08,9.19,9.19,-1.16,1.81
601228,广州港,次新,突破初现,52.5,否,无,是,是,26.2,否,否,1.27,3.12,3.08,3.08,1.41,1.58
601628,中国人寿,次新,临界变盘,52.5,否,无,是,是,38.2,否,否,0.8,39.17,39.31,37.87,-0.36,2.64
002267,陕天然气,次新,临界变盘,52.4,否,无,是,是,28.2,否,否,0.55,7.33,7.34,7.31,-0.13,2.93
601857,中国石油,次新,临界变盘,52.4,否,无,是,是,36.1,否,否,0.77,11.17,11.21,11.28,-0.4,2.64
600960,渤海汽车,次新,临界变盘,52.4,否,无,是,是,46.8,否,否,0.89,4.04,4.08,4.11,-0.89,2.14
002736,国信证券,次新,临界变盘,52.4,否,无,是,是,31.0,否,否,1.01,10.26,10.4,10.34,-1.37,1.65
300355,蒙草生态,次新,回踩确认,52.4,否,无,是,是,42.8,否,否,1.05,2.93,2.99,2.91,-1.87,1.18
002063,远光软件,次新,临界变盘,52.4,否,无,否,是,36.0,否,是,1.46,5.57,5.77,0.0,-3.47,1.55
600167,联美控股,次新,突破初现,52.3,否,无,是,是,46.7,否,否,0.74,5.8,5.68,5.62,2.12,0.94
000825,太钢不锈,次新,临界变盘,52.3,否,无,是,是,43.0,否,否,0.97,3.52,3.58,3.58,-1.62,1.46
600528,中铁工业,次新,回踩确认,52.2,否,无,是,是,32.1,否,否,1.23,6.96,6.85,6.93,1.64,1.49
600010,包钢股份,次新,临界变盘,52.2,否,无,是,是,40.2,否,否,0.83,2.21,2.26,2.2,-2.36,0.78
300644,南京聚隆,次新,回踩确认,52.1,否,无,是,是,52.7,否,否,1.06,20.61,20.34,20.43,1.32,1.83
000881,中广核技,次新,临界变盘,52.1,否,无,是,是,38.1,否,否,0.88,6.64,6.69,6.56,-0.81,2.37
603848,好太太,次新,回踩确认,52.0,否,无,是,是,42.5,否,否,0.87,13.56,13.62,13.95,-0.48,2.71
601990,南京证券,次新,突破初现,51.9,否,无,是,是,27.9,否,否,1.11,6.85,6.74,6.66,1.64,1.58
300102,乾照光电,次新,回踩确认,51.9,否,无,是,是,68.8,否,否,1.33,17.68,17.63,18.09,0.3,2.95
603280,南方路机,次新,回踩确认,51.9,否,无,是,是,51.4,否,否,1.21,27.45,27.45,27.44,-0.02,3.24
002454,松芝股份,次新,临界变盘,51.9,否,无,是,是,43.2,否,否,1.02,5.11,5.15,5.14,-0.82,2.43
601106,中国一重,次新,回踩确认,51.8,否,无,是,是,58.0,否,否,1.28,3.03,2.98,3.01,1.76,1.52
001390,古麒绒材,次新,回踩确认,51.8,否,无,是,是,50.4,否,否,0.78,17.19,16.94,17.29,1.47,1.79
600843,上工申贝,次新,临界变盘,51.7,是,Fib-55x3(165K),否,是,54.9,否,否,1.23,7.18,7.23,0.0,-0.65,2.65
600822,上海物贸,次新,临界变盘,51.7,否,无,是,是,39.3,否,否,0.98,8.46,8.59,8.34,-1.47,1.84
000058,深 赛 格,次新,突破初现,51.6,否,无,否,是,42.3,否,是,2.39,7.23,7.13,0.0,1.45,3.91
600192,长城电工,次新,回踩确认,51.6,否,无,是,是,53.3,否,否,0.94,7.27,7.41,7.42,-1.87,1.48
600918,中泰证券,次新,临界变盘,51.6,否,无,是,是,30.3,否,否,0.85,5.67,5.79,5.55,-2.05,1.33
002206,海 利 得,次新,临界变盘,51.6,否,无,是,是,31.2,否,否,0.7,5.27,5.41,5.41,-2.59,0.79
002381,双箭股份,次新,临界变盘,51.5,否,无,是,是,33.5,否,否,1.22,5.6,5.6,5.66,0.01,3.39
688213,思特威-W,次新,临界变盘,51.5,否,无,否,是,34.9,是,否,0.79,92.97,96.15,0.0,-3.31,2.08
600958,东方证券,次新,突破初现,51.4,否,无,是,是,25.8,否,否,1.37,9.27,9.07,9.05,2.17,1.29
301087,可孚医疗,次新,突破初现,51.4,否,无,是,是,31.6,否,否,1.49,51.87,51.51,51.48,0.7,2.74
301215,中汽股份,次新,临界变盘,51.4,否,无,是,是,32.7,否,否,1.09,5.36,5.44,5.41,-1.42,2.01
300678,中科信息,次新,回踩确认,51.3,否,无,是,是,46.1,否,否,0.96,22.54,22.3,22.35,1.08,2.42
300389,艾比森,次新,临界变盘,51.3,否,无,是,是,49.0,否,否,1.19,12.85,12.85,12.84,-0.03,3.47
002583,海能达,次新,临界变盘,51.3,否,无,是,是,39.0,否,否,0.87,8.49,8.54,8.65,-0.57,2.9
920108,宏海科技,次新,临界变盘,51.3,是,Sym-50x4(200K),否,是,49.6,否,否,0.57,9.28,9.41,0.0,-1.38,2.08
601881,中国银河,次新,突破初现,51.2,否,无,是,是,32.2,否,否,1.03,12.43,12.16,12.05,2.26,1.28
603191,望变电气,次新,回踩确认,51.2,否,无,否,是,57.7,否,是,1.56,15.8,15.47,0.0,2.12,3.4
300034,钢研高纳,次新,突破初现,51.2,否,无,是,是,41.8,否,否,1.28,16.34,16.19,16.23,0.94,2.57
000680,山推股份,次新,回踩确认,51.2,否,无,是,是,31.2,否,否,1.03,10.6,10.7,10.7,-0.96,2.55
300496,中科创达,次新,回踩确认,51.2,否,无,是,是,41.9,否,否,1.1,59.05,59.63,59.78,-0.98,2.54
600648,外高桥,次新,临界变盘,51.2,否,无,是,是,31.9,否,否,0.79,9.33,9.43,9.6,-1.02,2.49
603868,飞科电器,次新,临界变盘,51.2,否,无,是,是,36.2,否,否,0.79,31.69,32.1,32.05,-1.28,2.23
301296,新巨丰,次新,临界变盘,51.2,否,无,是,是,37.4,否,否,1.18,6.46,6.55,6.34,-1.33,2.17
603518,锦泓集团,次新,临界变盘,51.2,否,无,是,是,37.4,否,否,0.91,8.12,8.29,8.29,-2.01,1.51
002605,姚记科技,次新,回踩确认,51.1,否,无,是,是,46.2,否,否,1.2,17.36,17.19,17.42,0.98,2.56
000876,新 希 望,次新,突破初现,51.1,否,无,是,是,42.3,否,否,4.71,7.7,7.64,7.97,0.81,2.76
301105,鸿铭股份,次新,临界变盘,51.1,是,Fib-55x2(110K),否,是,44.1,否,否,3.01,51.19,51.19,0.0,-0.01,3.56
002146,荣盛发展,次新,回踩确认,51.1,否,无,是,是,51.5,否,否,1.23,1.2,1.21,1.2,-1.0,2.55
600502,安徽建工,次新,临界变盘,51.1,否,无,是,是,30.2,否,否,0.82,4.46,4.51,4.47,-1.15,2.41
600739,辽宁成大,次新,临界变盘,51.1,否,无,是,是,25.0,否,否,0.9,10.92,11.09,10.97,-1.57,2.0
000778,新兴铸管,次新,回踩确认,51.0,否,无,是,是,32.7,否,否,1.08,3.71,3.64,3.65,1.86,1.74
688425,铁建重工,次新,回踩确认,51.0,否,无,是,是,30.7,否,否,1.07,4.05,3.98,3.96,1.67,1.95
605507,国邦医药,次新,回踩确认,51.0,否,无,是,是,31.7,否,否,1.24,15.58,15.34,15.66,1.59,2.02
688560,明冠新材,次新,临界变盘,51.0,否,无,是,是,58.8,否,否,0.93,12.22,12.26,12.27,-0.29,3.3
300224,正海磁材,次新,临界变盘,51.0,是,Fib-144K,否,是,47.8,否,否,0.89,11.71,11.79,0.0,-0.66,2.94
002688,金河生物,次新,临界变盘,51.0,否,无,是,是,33.6,否,否,0.93,5.28,5.39,5.38,-1.99,1.61
603579,荣泰健康,次新,突破初现,50.8,否,无,是,是,45.8,否,否,0.82,18.22,17.72,18.15,2.82,0.88
688208,道通科技,次新,回踩确认,50.8,否,无,否,是,45.2,是,否,0.96,25.68,25.29,0.0,1.56,4.1
002625,光启技术,次新,回踩确认,50.8,否,无,否,是,54.7,否,是,1.64,28.39,28.16,0.0,0.82,4.86
003038,鑫铂股份,次新,临界变盘,50.8,否,无,是,是,51.5,否,否,1.12,10.95,11.07,11.07,-1.09,2.59
002895,川恒股份,次新,临界变盘,50.8,否,无,是,是,37.5,否,否,0.84,33.6,34.1,33.86,-1.47,2.22
600976,健民集团,次新,回踩确认,50.8,否,无,是,是,37.4,否,否,0.71,28.05,28.51,28.83,-1.62,2.05
601186,中国铁建,次新,临界变盘,50.8,否,无,是,是,27.8,否,否,1.1,6.11,6.27,6.01,-2.54,1.13
300341,麦克奥迪,次新,临界变盘,50.8,否,无,是,是,43.1,否,否,0.97,12.93,13.31,13.38,-2.82,0.86
601606,长城军工,次新,临界变盘,50.6,否,无,否,是,57.7,否,是,1.37,34.81,35.18,0.0,-1.06,4.69
002508,老板电器,次新,临界变盘,50.6,否,无,是,是,36.1,否,否,0.82,16.05,16.4,16.38,-2.13,1.61
301078,孩子王,次新,临界变盘,50.6,否,无,是,是,46.8,否,否,1.16,7.29,7.48,7.48,-2.59,1.16
301339,通行宝,次新,临界变盘,50.6,否,无,是,是,37.4,否,否,0.69,10.98,11.29,11.15,-2.76,0.98
601236,红塔证券,次新,突破初现,50.5,否,无,是,是,25.9,否,否,1.05,7.11,6.95,6.89,2.26,1.55
300286,安科瑞,次新,回踩确认,50.5,否,无,是,是,52.2,否,否,1.81,19.87,19.56,19.63,1.6,2.21
600959,江苏有线,次新,突破初现,50.4,否,无,是,是,42.0,否,否,1.03,3.14,3.08,3.16,1.88,1.94
600016,民生银行,次新,突破初现,50.4,否,无,是,是,25.2,否,否,0.86,3.61,3.57,3.61,1.05,2.79
002752,昇兴股份,次新,临界变盘,50.4,否,无,是,是,42.4,否,否,1.23,6.2,6.14,6.15,0.91,2.95
603051,鹿山新材,次新,回踩确认,50.4,否,无,是,是,43.2,否,否,0.95,21.18,21.16,21.06,0.11,3.72
600518,康美药业,次新,临界变盘,50.4,否,无,是,是,46.3,否,否,0.95,1.38,1.42,1.36,-3.0,0.83
601188,龙江交通,次新,临界变盘,50.3,否,无,是,是,30.3,否,否,0.85,2.95,3.0,2.98,-1.52,2.37
002043,兔 宝 宝,次新,回踩确认,50.3,否,无,是,是,41.0,否,否,0.63,12.73,12.99,13.07,-1.98,1.91
600157,永泰能源,次新,临界变盘,50.3,否,无,是,是,28.1,否,否,0.76,1.55,1.59,1.59,-2.45,1.42
000543,皖能电力,次新,回踩确认,50.2,否,无,否,是,27.3,是,否,0.78,7.4,7.25,0.0,2.06,3.85
600085,同仁堂,次新,回踩确认,50.2,否,无,是,是,39.6,否,否,1.19,24.14,24.3,24.28,-0.65,3.28
002246,北化股份,次新,回踩确认,50.2,否,无,是,是,38.6,否,否,1.41,21.35,21.52,21.35,-0.78,3.14
002010,传化智联,次新,回踩确认,50.2,否,无,是,是,40.3,否,否,0.79,4.58,4.66,4.69,-1.76,2.17
002243,力合科创,次新,临界变盘,50.2,否,无,是,是,48.9,否,否,0.79,7.38,7.53,7.43,-1.94,1.98
002148,北纬科技,次新,临界变盘,50.2,否,无,是,是,42.4,否,否,1.16,6.43,6.57,6.57,-2.14,1.79
603609,禾丰股份,次新,突破初现,50.1,否,无,否,是,30.2,否,是,2.51,6.71,6.51,0.0,3.01,2.93
300374,中铁装配,次新,突破初现,50.1,否,无,是,是,50.1,否,否,0.71,11.19,10.99,10.9,1.79,2.18
603180,金牌家居,次新,临界变盘,50.1,否,无,是,是,44.0,否,否,1.28,15.73,15.74,15.35,-0.09,3.89
002984,森麒麟,次新,回踩确认,50.1,否,无,是,是,45.1,否,否,0.95,13.76,13.96,13.95,-1.45,2.53
688489,三未信安,次新,临界变盘,50.1,否,无,否,是,41.0,否,是,1.27,24.53,24.89,0.0,-1.45,4.52
000066,中国长城,次新,回踩确认,50.1,否,无,是,是,49.1,否,否,1.19,14.23,14.58,14.6,-2.43,1.55
002530,金财互联,次新,突破初现,50.0,否,无,否,是,46.3,否,是,1.61,7.53,7.29,0.0,3.34,3.11
301226,祥明智能,次新,突破初现,50.0,否,无,否,是,56.3,否,是,1.55,32.25,31.26,0.0,3.16,4.64
301337,亚华电子,次新,突破初现,50.0,否,无,否,是,42.4,否,是,1.82,27.19,26.57,0.0,2.32,5.18
002239,奥特佳,次新,临界变盘,50.0,否,无,是,是,32.1,否,否,1.03,2.55,2.6,2.6,-2.03,1.97
002205,国统股份,次新,临界变盘,50.0,否,无,否,是,54.3,否,是,1.95,11.06,11.3,0.0,-2.08,4.59
601336,新华保险,次新,突破初现,49.9,是,Fib-144K,否,是,36.8,否,否,0.93,62.25,61.54,0.0,1.15,2.88
688579,地纬智能,次新,临界变盘,49.9,否,无,是,是,47.5,否,否,1.01,8.07,8.19,8.19,-1.47,2.57
600168,武汉控股,次新,临界变盘,49.9,否,无,是,是,30.1,否,否,0.9,4.45,4.53,4.4,-1.79,2.27
603877,太平鸟,次新,临界变盘,49.9,否,无,是,是,35.2,否,否,0.65,12.69,13.01,12.67,-2.43,1.6
300365,恒华科技,次新,临界变盘,49.9,否,无,是,是,43.6,否,否,1.19,4.79,4.91,4.68,-2.44,1.58
002573,清新环境,次新,临界变盘,49.9,否,无,是,是,32.6,否,否,0.71,3.25,3.35,3.37,-3.12,0.91
002611,东方精工,次新,回踩确认,49.7,否,无,是,是,36.0,否,否,0.84,14.77,14.84,14.82,-0.49,3.62
600938,中国海油,次新,回踩确认,49.7,否,无,是,是,41.2,否,否,0.74,33.41,33.65,33.7,-0.71,3.41
001259,利仁科技,次新,回踩确认,49.7,否,无,是,是,57.5,否,否,0.76,45.45,46.48,46.71,-2.22,1.92
300783,三只松鼠,次新,突破初现,49.6,否,无,是,是,40.8,否,否,1.19,17.78,17.34,17.4,2.53,1.61
002495,佳隆股份,次新,回踩确认,49.6,否,无,是,是,39.9,否,否,1.22,2.42,2.4,2.42,0.98,3.19
600031,三一重工,次新,临界变盘,49.6,否,无,是,是,31.6,否,否,0.58,20.0,20.04,20.17,-0.19,3.96
300239,东宝生物,次新,临界变盘,49.6,否,无,是,是,34.5,否,否,0.95,5.09,5.19,5.19,-1.91,2.26
002060,广东建工,次新,临界变盘,49.6,否,无,是,是,29.0,否,否,1.03,3.18,3.26,3.26,-2.41,1.73
002358,森源电气,次新,回踩确认,49.5,否,无,是,是,48.3,否,否,1.44,5.38,5.3,5.3,1.44,2.77
600653,申华控股,次新,临界变盘,49.5,否,无,是,是,34.2,否,否,0.83,1.72,1.75,1.71,-1.87,2.35
300320,海达股份,次新,临界变盘,49.5,否,无,是,是,36.8,否,否,1.33,8.13,8.36,8.4,-2.76,1.42
300869,康泰医学,次新,临界变盘,49.5,否,无,是,是,44.9,否,否,0.82,11.22,11.56,11.57,-2.94,1.26
002379,宏桥控股,次新,回踩确认,49.4,否,无,是,是,59.0,否,否,0.87,18.94,19.1,18.36,-0.85,3.38
601139,深圳燃气,次新,临界变盘,49.4,否,无,是,是,30.0,否,否,0.62,6.45,6.59,6.51,-2.1,2.16
600292,电投水电,次新,临界变盘,49.3,否,无,是,是,30.4,否,否,0.84,12.05,12.37,12.42,-2.57,1.71
600993,马应龙,次新,临界变盘,49.3,否,无,是,是,30.4,否,否,0.96,23.06,23.76,23.49,-2.93,1.33
600309,万华化学,次新,突破初现,49.2,否,无,是,是,31.2,否,否,0.87,77.66,76.09,76.1,2.07,2.26
000425,徐工机械,次新,临界变盘,49.2,否,无,是,是,40.2,否,否,1.03,8.14,8.23,8.0,-1.07,3.23
920177,恒道科技,次新,临界变盘,49.1,否,无,是,是,48.8,否,否,0.39,24.04,24.71,24.59,-2.71,1.65
002480,新筑股份,次新,临界变盘,49.0,否,无,是,是,32.7,否,否,1.45,5.37,5.52,5.51,-2.64,1.74
300021,大禹节水,次新,突破初现,48.9,否,无,是,是,31.0,否,否,0.84,4.09,4.05,4.06,0.93,3.51
301162,国能日新,次新,回踩确认,48.9,否,无,是,是,44.1,否,否,1.84,37.6,37.83,37.69,-0.61,3.84
600796,钱江生化,次新,临界变盘,48.9,否,无,是,是,38.3,否,否,0.83,5.19,5.28,5.27,-1.66,2.79
600873,梅花生物,次新,回踩确认,48.8,否,无,是,是,47.7,否,否,0.98,7.82,7.65,7.71,2.27,2.22
600406,国电南瑞,次新,回踩确认,48.8,否,无,是,是,32.7,否,否,1.21,22.71,22.89,22.97,-0.78,3.71
300228,富瑞特装,次新,回踩确认,48.8,否,无,是,是,49.3,否,否,0.76,6.92,6.99,7.07,-1.06,3.43
002673,西部证券,次新,临界变盘,48.8,否,无,是,是,26.5,否,否,0.88,6.94,7.02,6.86,-1.2,3.28
002419,天虹股份,次新,临界变盘,48.8,否,无,是,是,34.0,否,否,1.08,4.78,4.85,4.85,-1.47,3.0
688193,仁度生物,次新,临界变盘,48.8,否,无,是,是,36.1,否,否,1.02,47.84,48.67,48.39,-1.72,2.76
002312,川发龙蟒,次新,临界变盘,48.8,否,无,是,是,44.1,否,否,0.8,8.49,8.76,8.64,-3.07,1.42
300520,科大国创,次新,回踩确认,48.7,否,无,是,是,62.5,否,否,1.73,24.04,23.99,23.47,0.19,4.33
001213,中铁特货,次新,临界变盘,48.7,否,无,是,否,23.1,否,否,0.96,3.54,3.55,3.54,-0.14,0.37
000158,常山北明,次新,临界变盘,48.7,否,无,是,是,53.2,否,否,0.75,13.61,13.75,13.82,-1.01,3.52
000708,中信特钢,次新,临界变盘,48.7,否,无,是,是,30.4,否,否,0.83,13.59,13.81,13.81,-1.58,2.93
001221,悍高集团,次新,回踩确认,48.7,否,无,是,是,55.0,否,否,0.65,39.65,40.4,39.47,-1.86,2.66
000419,通程控股,次新,突破初现,48.6,否,无,是,是,38.0,否,否,1.08,5.14,5.11,5.11,0.62,3.95
002929,润建股份,次新,回踩确认,48.6,否,无,是,是,56.9,否,否,1.16,50.65,51.02,51.76,-0.72,3.83
600375,汉马科技,次新,回踩确认,48.6,否,无,是,是,51.0,否,否,0.84,3.83,3.91,3.75,-2.08,2.48
601138,工业富联,次新,回踩确认,48.6,否,无,是,是,37.6,否,否,1.31,63.69,65.25,64.83,-2.39,2.19
300143,盈康生命,次新,临界变盘,48.6,否,无,是,是,42.1,否,否,0.86,7.7,7.92,7.89,-2.78,1.8
002355,兴民智通,次新,临界变盘,48.5,否,无,是,是,50.9,否,否,1.1,4.95,4.95,4.87,0.0,4.6
300422,博世科,次新,回踩确认,48.5,否,无,是,是,37.2,否,否,1.12,4.18,4.27,4.27,-2.03,2.57
002810,山东赫达,次新,突破初现,48.4,否,无,是,是,40.0,否,否,1.14,21.54,21.31,21.9,1.08,3.56
000422,湖北宜化,次新,回踩确认,48.4,否,无,否,否,39.1,是,否,0.68,12.44,12.54,0.0,-0.77,1.88
603238,诺邦股份,次新,临界变盘,48.4,否,无,是,是,47.5,否,否,0.71,12.44,12.62,12.05,-1.45,3.18
601616,广电电气,次新,临界变盘,48.4,否,无,是,是,54.0,否,否,0.91,3.82,3.88,3.86,-1.52,3.11
600981,苏豪汇鸿,次新,临界变盘,48.4,否,无,是,是,47.9,否,否,0.89,2.48,2.52,2.53,-1.76,2.89
688509,正元地信,次新,临界变盘,48.4,否,无,是,是,44.1,否,否,1.38,4.24,4.32,4.39,-1.81,2.84
301258,富士莱,次新,临界变盘,48.4,否,无,是,是,42.8,否,否,1.2,25.85,26.43,25.78,-2.18,2.47
920020,泰凯英,次新,临界变盘,48.4,否,无,是,是,25.2,否,否,0.23,14.99,15.41,15.32,-2.72,1.9
000544,中原环保,次新,临界变盘,48.2,否,无,是,否,25.6,否,否,1.0,7.38,7.4,7.23,-0.21,0.52
603689,皖天然气,次新,临界变盘,48.2,否,无,是,是,27.2,否,否,0.96,7.75,7.89,7.85,-1.73,3.01
603826,坤彩科技,次新,回踩确认,48.1,否,无,是,是,51.6,否,否,1.08,15.8,15.85,15.82,-0.32,4.45
301380,挖金客,次新,临界变盘,48.1,否,无,是,是,46.1,否,否,1.07,32.81,32.96,32.22,-0.46,4.29
002405,四维图新,次新,临界变盘,48.1,否,无,是,是,49.3,否,否,1.89,6.33,6.5,6.35,-2.55,2.2
000727,冠捷科技,次新,临界变盘,48.1,否,无,是,是,31.8,否,否,0.95,2.26,2.33,2.32,-2.88,1.9
603015,弘讯科技,次新,回踩确认,48.0,否,无,是,是,55.2,否,否,1.01,10.92,10.89,11.1,0.24,4.56
300490,华自科技,次新,回踩确认,48.0,否,无,是,是,56.2,否,否,0.99,11.03,11.14,11.04,-0.97,3.82
002095,生 意 宝,次新,临界变盘,48.0,否,无,是,是,42.3,否,否,1.06,14.83,14.99,15.01,-1.09,3.73
002941,新疆交建,次新,临界变盘,48.0,否,无,是,是,50.3,否,否,0.72,10.98,11.17,11.06,-1.72,3.06
002376,新北洋,次新,临界变盘,48.0,否,无,是,是,32.9,否,否,0.87,6.68,6.86,6.83,-2.68,2.12
603315,福鞍股份,次新,临界变盘,48.0,否,无,是,是,51.5,否,否,0.74,11.71,12.11,12.12,-3.28,1.53
