代码,名称,类型,形态阶段,综合评分,时间共振,周期详情,双线共振,波浪穷竭,最大跌幅(%),双轨收敛,首阳放量,量比,现价,宏观阻力价,次级阻力价,偏差(%),均线带宽(%)
002810,山东赫达,常规,突破初现,46.8,否,无,是,是,40.0,否,否,1.14,21.54,21.31,21.9,1.08,4.18
600970,中材国际,常规,临界变盘,46.8,否,无,是,否,37.3,否,否,0.82,7.8,7.8,7.65,0.04,1.24
003015,日久光电,常规,回踩确认,46.8,否,无,是,是,45.6,否,否,1.23,12.07,12.15,12.1,-0.66,4.62
688779,五矿新能,常规,临界变盘,46.6,否,无,是,是,47.8,否,否,0.93,7.74,8.01,7.95,-3.43,1.94
600843,上工申贝,常规,临界变盘,46.5,是,Fib-55x3(165K),否,是,54.9,否,否,1.23,7.18,7.23,0.0,-0.65,4.73
002044,美年健康,常规,回踩确认,46.4,否,无,是,是,52.1,否,否,0.75,4.61,4.73,4.68,-2.47,2.99
601065,江盐集团,常规,临界变盘,46.3,否,无,是,否,30.3,否,否,1.16,6.88,6.93,6.94,-0.79,0.71
002139,拓邦股份,常规,回踩确认,46.3,否,无,是,是,39.2,否,否,1.32,9.33,9.5,9.56,-1.82,3.68
002405,四维图新,常规,临界变盘,46.3,否,无,是,是,49.3,否,否,1.89,6.33,6.5,6.35,-2.55,2.93
002553,南方精工,常规,临界变盘,46.2,否,无,是,是,55.7,否,否,1.57,17.04,17.27,16.78,-1.35,4.19
000915,华特达因,常规,临界变盘,46.2,否,无,否,否,32.7,否,是,1.47,25.39,25.77,0.0,-1.46,2.07
000876,新 希 望,常规,突破初现,46.1,否,无,是,是,42.3,否,否,4.71,7.7,7.64,7.97,0.81,4.76
300228,富瑞特装,常规,回踩确认,46.1,否,无,是,是,49.3,否,否,0.76,6.92,6.99,7.07,-1.06,4.51
600050,中国联通,常规,临界变盘,46.0,否,无,是,否,28.3,否,否,0.94,4.25,4.24,4.27,0.17,1.43
601880,辽港股份,常规,临界变盘,46.0,否,无,是,否,26.1,否,否,0.72,1.47,1.47,1.46,-0.16,1.44
001319,铭科精技,常规,临界变盘,46.0,否,无,是,是,47.1,否,否,0.63,20.11,20.36,19.85,-1.24,4.36
002148,北纬科技,常规,临界变盘,46.0,否,无,是,是,42.4,否,否,1.16,6.43,6.57,6.57,-2.14,3.45
300365,恒华科技,常规,临界变盘,46.0,否,无,是,是,43.6,否,否,1.19,4.79,4.91,4.68,-2.44,3.16
601200,上海环境,常规,临界变盘,45.9,否,无,是,否,29.3,否,否,0.82,6.96,6.97,6.98,-0.15,1.49
000008,神州高铁,常规,临界变盘,45.8,否,无,是,是,39.7,否,否,0.82,2.49,2.54,2.49,-1.92,3.77
600179,安通控股,常规,回踩确认,45.7,是,Fib-55x3(165K),是,否,37.1,否,否,0.89,4.62,4.55,4.65,1.58,4.12
000401,金隅冀东,常规,临界变盘,45.7,否,无,是,否,37.5,否,否,0.94,3.6,3.64,3.64,-1.18,0.53
300177,中海达,常规,临界变盘,45.5,否,无,是,是,54.2,否,否,1.06,6.45,6.55,6.38,-1.53,4.28
002035,华帝股份,常规,回踩确认,45.5,是,Fib-55x2(110K),是,否,37.0,否,否,0.62,4.62,4.74,4.78,-2.5,3.29
002767,先锋电子,常规,临界变盘,45.4,否,无,是,是,41.2,否,否,1.02,18.08,18.36,17.9,-1.53,4.3
600761,安徽合力,常规,回踩确认,45.4,是,Fib-144K,是,否,33.9,否,否,0.75,16.38,16.73,16.82,-2.07,3.79
300238,冠昊生物,常规,回踩确认,45.4,否,无,是,是,43.4,否,否,0.72,11.54,11.83,11.75,-2.48,3.37
688118,普元信息,常规,临界变盘,45.4,否,无,是,是,58.6,否,否,1.67,21.0,21.56,20.44,-2.59,3.23
300099,尤洛卡,常规,临界变盘,45.4,否,无,是,是,46.7,否,否,1.03,6.02,6.21,6.2,-3.0,2.85
600161,天坛生物,常规,回踩确认,45.3,否,无,否,是,40.6,否,否,1.11,12.28,12.26,0.0,0.13,1.76
600282,南钢股份,常规,临界变盘,45.3,否,无,是,否,24.2,否,否,0.71,4.74,4.74,4.74,-0.06,1.8
000425,徐工机械,常规,临界变盘,45.3,否,无,是,是,40.2,否,否,1.03,8.14,8.23,8.0,-1.07,4.79
300702,天宇股份,常规,回踩确认,45.3,是,Sym-49x4(196K),是,否,35.2,否,否,0.77,21.62,21.98,21.97,-1.64,4.23
002575,群兴玩具,常规,回踩确认,45.2,否,无,是,是,57.8,否,否,0.94,5.5,5.44,5.51,1.17,4.76
000686,东北证券,常规,临界变盘,45.2,否,无,是,否,32.5,否,否,0.98,8.11,8.13,8.03,-0.29,1.62
600557,康缘药业,常规,临界变盘,45.2,否,无,是,否,35.6,否,否,0.55,12.52,12.62,12.73,-0.81,1.1
301068,大地海洋,常规,回踩确认,45.1,否,无,是,是,44.6,否,否,0.94,27.45,27.9,28.11,-1.6,4.36
300374,中铁装配,常规,突破初现,45.0,否,无,是,是,50.1,否,否,0.71,11.19,10.84,10.9,3.26,3.74
300834,星辉环材,常规,临界变盘,45.0,否,无,是,是,48.2,否,否,1.14,41.61,40.57,40.52,2.57,3.95
300783,三只松鼠,常规,突破初现,45.0,否,无,是,是,40.8,否,否,1.19,17.78,17.34,17.4,2.53,3.48
002985,北摩高科,常规,突破初现,45.0,否,无,是,是,49.7,否,否,1.19,27.71,27.09,26.79,2.31,4.77
001390,古麒绒材,常规,回踩确认,45.0,否,无,是,是,50.4,否,否,0.78,17.19,16.94,17.29,1.47,4.57
001238,浙江正特,常规,回踩确认,45.0,否,无,是,是,45.8,否,否,0.61,24.82,24.48,24.29,1.41,4.64
002256,兆新股份,常规,回踩确认,45.0,否,无,是,是,49.6,否,否,0.88,3.3,3.35,3.39,-1.35,4.74
603085,天成自控,常规,临界变盘,45.0,否,无,是,是,41.7,否,否,0.81,10.13,10.3,10.34,-1.7,4.6
300978,东箭科技,常规,临界变盘,45.0,否,无,是,是,47.9,否,否,0.81,8.83,8.98,9.08,-1.72,4.69
600981,苏豪汇鸿,常规,临界变盘,45.0,否,无,是,是,47.9,否,否,0.89,2.48,2.52,2.53,-1.76,4.68
002076,星光股份,常规,临界变盘,45.0,否,无,是,是,38.5,否,否,0.9,2.14,2.18,2.18,-1.9,4.37
300095,华伍股份,常规,临界变盘,45.0,是,Fib-55x3(165K),否,是,48.0,否,否,0.88,8.68,8.85,0.0,-1.95,4.65
002043,兔 宝 宝,常规,回踩确认,45.0,否,无,是,是,41.0,否,否,0.63,12.73,12.99,13.07,-1.98,4.78
600592,龙溪股份,常规,临界变盘,45.0,否,无,是,是,59.3,否,否,0.9,14.96,15.31,15.16,-2.31,4.39
300278,华昌达,常规,回踩确认,45.0,否,无,是,是,51.7,否,否,0.91,3.59,3.68,3.69,-2.38,3.72
002616,长青集团,常规,临界变盘,45.0,是,Fib-55x2(110K),是,否,37.1,否,否,1.17,4.87,4.99,5.0,-2.47,3.77
688533,上声电子,常规,回踩确认,45.0,否,无,是,是,43.4,否,否,1.13,20.12,20.63,20.33,-2.47,3.55
000528,柳    工,常规,临界变盘,45.0,否,无,是,是,42.1,否,否,0.81,7.94,8.14,8.01,-2.51,4.3
002337,赛象科技,常规,临界变盘,45.0,否,无,是,是,43.0,否,否,0.98,4.73,4.85,4.81,-2.53,4.59
000809,和展能源,常规,临界变盘,45.0,否,无,是,是,42.3,否,否,1.37,3.37,3.47,3.48,-2.85,3.61
603325,博隆技术,常规,临界变盘,45.0,否,无,是,是,47.2,否,否,0.66,54.4,56.0,56.04,-2.86,3.68
301290,东星医疗,常规,临界变盘,45.0,否,无,是,是,41.3,否,否,0.76,28.09,28.94,29.05,-2.92,4.71
603409,汇通控股,常规,临界变盘,45.0,否,无,是,是,48.5,否,否,0.88,18.11,18.66,18.65,-2.93,3.48
300869,康泰医学,常规,临界变盘,45.0,否,无,是,是,44.9,否,否,0.82,11.22,11.56,11.57,-2.94,3.54
300619,金银河,常规,临界变盘,45.0,是,Fib-144K,否,是,53.3,否,否,0.98,27.21,28.04,0.0,-2.96,3.89
300510,金冠股份,常规,临界变盘,45.0,否,无,是,是,43.5,否,否,0.88,3.46,3.57,3.45,-2.98,4.32
600518,康美药业,常规,临界变盘,45.0,否,无,是,是,46.3,否,否,0.95,1.38,1.42,1.36,-3.0,3.01
002529,海源复材,常规,临界变盘,45.0,否,无,是,是,39.3,否,否,1.09,7.06,7.29,7.29,-3.11,3.29
300380,安硕信息,常规,临界变盘,45.0,否,无,是,是,46.1,否,否,0.92,30.53,31.52,30.46,-3.14,3.99
600138,中青旅,常规,临界变盘,45.0,否,无,是,是,39.9,否,否,1.0,7.32,7.56,7.1,-3.2,3.75
301370,国科恒泰,常规,临界变盘,45.0,否,无,是,是,39.3,否,否,1.02,8.69,8.98,8.85,-3.22,2.9
300215,电科院,常规,临界变盘,45.0,否,无,是,是,53.6,否,否,0.57,6.48,6.7,6.67,-3.24,3.84
605298,必得科技,常规,临界变盘,45.0,否,无,是,是,42.3,否,否,0.86,48.7,50.34,50.3,-3.26,3.2
920061,西磁科技,常规,临界变盘,45.0,否,无,是,是,60.1,否,否,0.41,18.33,18.97,18.82,-3.39,3.65
000652,泰达股份,常规,临界变盘,44.8,否,无,是,否,34.1,否,否,1.05,3.49,3.53,3.52,-1.18,0.89
600019,宝钢股份,常规,临界变盘,44.7,否,无,是,否,30.7,否,否,0.84,5.86,5.86,5.86,0.07,2.06
600987,航民股份,常规,回踩确认,44.7,否,无,是,否,30.5,否,否,0.8,6.52,6.56,6.53,-0.57,1.55
600420,国药现代,常规,回踩确认,44.5,否,无,是,否,29.6,否,否,0.94,8.49,8.54,8.54,-0.58,1.6
002444,巨星科技,常规,临界变盘,44.0,否,无,是,否,32.0,否,否,0.65,30.55,31.02,31.01,-1.53,0.87
601866,中远海发,常规,临界变盘,43.9,否,无,是,否,33.1,否,否,0.83,2.44,2.44,2.44,-0.06,2.39
301283,聚胶股份,常规,回踩确认,43.8,否,无,否,是,46.4,否,否,1.1,25.01,25.15,0.0,-0.57,1.92
603309,维力医疗,常规,回踩确认,43.6,否,无,是,否,33.3,否,否,1.17,11.27,11.27,11.27,-0.02,2.54
603551,奥普科技,常规,临界变盘,43.6,否,无,是,否,33.4,否,否,0.78,9.57,9.62,9.26,-0.48,2.1
600827,百联股份,常规,突破初现,43.4,否,无,是,否,24.5,否,否,0.84,7.84,7.75,7.82,1.13,1.49
002510,天汽模,常规,临界变盘,43.3,否,无,否,是,44.7,否,否,0.96,5.72,5.75,0.0,-0.58,2.1
601800,中国交建,常规,回踩确认,43.2,否,无,是,否,37.2,否,否,1.15,5.97,5.9,5.87,1.21,1.51
600587,新华医疗,常规,回踩确认,42.9,否,无,是,否,34.2,否,否,0.9,12.67,12.5,12.67,1.35,1.5
601788,光大证券,常规,临界变盘,42.9,否,无,是,否,27.9,否,否,0.99,14.65,14.85,14.39,-1.32,1.53
605259,绿田机械,常规,临界变盘,42.9,否,无,是,否,30.9,否,否,0.93,17.73,18.05,17.75,-1.79,1.06
600022,山东钢铁,常规,回踩确认,42.7,否,无,是,否,33.9,否,否,0.88,1.34,1.33,1.32,0.9,2.02
600558,大西洋,常规,回踩确认,42.7,否,无,是,否,36.3,否,否,0.65,4.8,4.86,4.9,-1.29,1.62
002061,浙江交科,常规,临界变盘,42.7,否,无,是,否,25.7,否,否,0.99,3.47,3.52,3.53,-1.44,1.47
600708,光明地产,常规,回踩确认,42.6,否,无,否,是,41.7,否,否,1.21,3.04,3.04,0.0,0.07,2.89
000422,湖北宜化,常规,回踩确认,42.6,否,无,否,否,39.1,是,否,0.68,12.44,12.54,0.0,-0.77,4.2
002736,国信证券,常规,临界变盘,42.4,否,无,是,否,31.0,否,否,1.01,10.26,10.4,10.34,-1.37,1.65
600315,上海家化,常规,突破初现,42.2,否,无,否,否,35.7,否,是,1.51,18.62,18.29,0.0,1.83,3.27
600528,中铁工业,常规,回踩确认,42.2,否,无,是,否,32.1,否,否,1.23,6.96,6.85,6.93,1.64,1.49
000709,河钢股份,常规,临界变盘,42.0,否,无,是,否,30.2,否,否,1.05,2.1,2.11,2.13,-0.32,2.88
300636,同和药业,常规,回踩确认,41.9,否,无,是,否,31.0,否,否,1.08,6.83,6.85,6.97,-0.28,2.98
600305,恒顺醋业,常规,临界变盘,41.9,否,无,是,否,25.4,否,否,1.18,6.82,6.92,6.77,-1.45,1.78
300075,数字政通,常规,回踩确认,41.7,否,无,否,是,45.6,否,否,1.15,10.99,11.15,0.0,-1.48,1.83
600820,隧道股份,常规,临界变盘,41.7,否,无,是,否,24.9,否,否,0.82,5.45,5.55,5.55,-1.76,1.55
601990,南京证券,常规,突破初现,41.6,否,无,是,否,27.9,否,否,1.11,6.85,6.74,6.66,1.64,1.7
600764,中国海防,常规,突破初现,41.6,否,无,否,是,50.7,否,否,1.24,18.71,18.49,0.0,1.21,2.15
301221,光庭信息,常规,回踩确认,41.6,否,无,否,是,47.1,否,否,1.28,28.31,28.37,0.0,-0.21,3.16
002206,海 利 得,常规,临界变盘,41.6,否,无,是,否,31.2,否,否,0.7,5.27,5.41,5.41,-2.59,0.79
601686,友发集团,常规,临界变盘,41.5,否,无,是,否,28.5,否,否,0.94,5.24,5.29,5.24,-0.96,2.43
688213,思特威-W,常规,临界变盘,41.5,否,无,否,否,34.9,是,否,0.79,92.97,96.15,0.0,-3.31,2.08
600958,东方证券,常规,突破初现,41.4,否,无,是,否,25.8,否,否,1.37,9.27,9.07,9.05,2.17,1.29
300993,玉马科技,常规,回踩确认,41.3,否,无,否,是,49.6,否,否,0.71,9.95,9.81,0.0,1.44,2.03
603299,苏盐井神,常规,回踩确认,41.3,否,无,是,否,31.2,否,否,0.67,8.93,8.86,8.82,0.8,2.67
688389,普门科技,常规,突破初现,41.3,否,无,是,否,34.4,否,否,0.87,11.18,11.16,11.01,0.19,3.27
603053,成都燃气,常规,临界变盘,41.3,否,无,是,否,28.5,否,否,0.82,8.87,8.97,8.77,-1.16,2.32
000680,山推股份,常规,回踩确认,41.2,否,无,是,否,31.2,否,否,1.03,10.6,10.7,10.7,-0.96,2.55
603868,飞科电器,常规,临界变盘,41.2,否,无,是,否,36.2,否,否,0.79,31.69,32.1,32.05,-1.28,2.23
600502,安徽建工,常规,临界变盘,41.1,否,无,是,否,30.2,否,否,0.82,4.46,4.51,4.47,-1.15,2.41
688425,铁建重工,常规,回踩确认,41.0,否,无,是,否,30.7,否,否,1.07,4.05,3.98,3.96,1.67,1.95
605507,国邦医药,常规,回踩确认,41.0,否,无,是,否,31.7,否,否,1.24,15.58,15.34,15.66,1.59,2.02
600633,浙数文化,常规,回踩确认,41.0,否,无,是,否,44.3,否,否,1.18,10.47,10.52,10.74,-0.46,3.14
600976,健民集团,常规,回踩确认,40.8,否,无,是,否,37.4,否,否,0.71,28.05,28.51,28.83,-1.62,2.05
300743,天地数码,常规,临界变盘,40.8,否,无,否,是,45.2,否,否,1.18,14.78,15.08,0.0,-1.97,1.7
603899,晨光股份,常规,突破初现,40.7,否,无,是,否,29.7,否,否,0.86,23.16,23.04,23.14,0.54,3.19
600269,赣粤高速,常规,突破初现,40.4,否,无,是,否,31.7,否,否,1.19,3.92,3.89,3.82,0.84,3.02
300018,中元股份,常规,临界变盘,40.4,否,无,否,是,39.9,否,否,0.7,11.94,12.0,0.0,-0.48,3.36
000778,新兴铸管,常规,回踩确认,40.3,否,无,是,否,32.7,否,否,1.08,3.71,3.64,3.65,1.86,2.01
000543,皖能电力,常规,回踩确认,40.2,否,无,否,否,27.3,是,否,0.78,7.4,7.25,0.0,2.06,3.85
000881,中广核技,常规,临界变盘,40.2,否,无,是,否,38.1,否,否,0.88,6.64,6.69,6.56,-0.81,3.13
601186,中国铁建,常规,临界变盘,40.1,否,无,是,否,27.8,否,否,1.1,6.11,6.27,6.01,-2.54,1.44
603697,有友食品,常规,突破初现,40.0,否,无,否,否,36.7,否,是,1.8,9.93,9.63,0.0,3.09,4.55
002267,陕天然气,常规,临界变盘,40.0,否,无,是,否,28.2,否,否,0.55,7.33,7.34,7.31,-0.13,3.88
002063,远光软件,常规,临界变盘,40.0,否,无,否,否,36.0,否,是,1.46,5.57,5.77,0.0,-3.47,3.45
601336,新华保险,常规,突破初现,39.9,是,Fib-144K,否,否,36.8,否,否,0.93,62.25,61.54,0.0,1.15,2.88
603877,太平鸟,常规,临界变盘,39.9,否,无,是,否,35.2,否,否,0.65,12.69,13.01,12.67,-2.43,1.6
002170,芭田股份,常规,突破初现,39.6,否,无,是,否,28.9,否,否,0.83,11.73,11.65,11.81,0.65,3.51
002351,漫步者,常规,临界变盘,39.6,否,无,是,否,33.4,否,否,0.84,10.14,10.22,10.19,-0.77,3.41
300239,东宝生物,常规,临界变盘,39.6,否,无,是,否,34.5,否,否,0.95,5.09,5.19,5.19,-1.91,2.26
002060,广东建工,常规,临界变盘,39.6,否,无,是,否,29.0,否,否,1.03,3.18,3.26,3.26,-2.41,1.73
600157,永泰能源,常规,临界变盘,39.5,否,无,是,否,28.1,否,否,0.76,1.55,1.59,1.59,-2.45,1.76
301296,新巨丰,常规,临界变盘,39.3,否,无,是,否,37.4,否,否,1.18,6.46,6.55,6.34,-1.33,2.94
301215,中汽股份,常规,临界变盘,39.3,否,无,是,否,32.7,否,否,1.09,5.36,5.44,5.41,-1.42,2.87
300659,中孚信息,常规,临界变盘,39.2,否,无,否,是,55.1,否,否,0.86,10.33,10.33,0.0,-0.04,4.29
002533,金杯电工,常规,临界变盘,39.2,否,无,是,否,37.8,否,否,1.67,11.26,11.44,11.47,-1.55,2.77
600055,万东医疗,常规,回踩确认,38.9,否,无,否,是,46.1,否,否,1.12,10.88,11.14,0.0,-2.36,2.07
601881,中国银河,常规,突破初现,38.8,否,无,是,否,32.2,否,否,1.03,12.43,12.16,12.05,2.26,2.24
600406,国电南瑞,常规,回踩确认,38.8,否,无,是,否,32.7,否,否,1.21,22.71,22.89,22.97,-0.78,3.71
688193,仁度生物,常规,临界变盘,38.8,否,无,是,否,36.1,否,否,1.02,47.84,48.67,48.39,-1.72,2.76
000708,中信特钢,常规,临界变盘,38.7,否,无,是,否,30.4,否,否,0.83,13.59,13.81,13.81,-1.58,2.93
301019,宁波色母,常规,临界变盘,38.6,否,无,否,是,43.8,否,否,0.83,15.29,15.59,0.0,-1.95,2.62
000726,鲁  泰Ａ,常规,临界变盘,38.6,否,无,是,否,32.2,否,否,1.02,5.91,6.03,6.04,-2.04,2.5
300982,苏文电能,常规,回踩确认,38.4,否,无,否,是,53.5,否,否,1.35,14.89,15.18,0.0,-1.9,2.72
002381,双箭股份,常规,临界变盘,38.3,否,无,是,否,33.5,否,否,1.22,5.6,5.6,5.66,0.01,4.68
601368,绿城水务,常规,临界变盘,38.3,否,无,是,否,28.4,否,否,1.13,4.53,4.59,4.5,-1.3,3.39
000516,国际医学,常规,回踩确认,38.3,否,无,否,是,38.3,否,否,1.03,4.05,4.13,0.0,-1.88,2.79
603639,海利尔,常规,临界变盘,38.1,否,无,是,否,34.9,否,否,0.55,10.66,10.78,10.79,-1.07,3.7
603037,凯众股份,常规,临界变盘,38.1,否,无,否,是,57.6,否,否,1.06,10.32,10.55,0.0,-2.22,2.56
002252,上海莱士,常规,临界变盘,38.0,否,无,否,是,39.4,否,否,0.85,4.92,5.02,0.0,-2.08,2.72
000868,安凯客车,常规,临界变盘,38.0,否,无,否,是,42.0,否,否,0.98,3.56,3.65,0.0,-2.52,2.28
001382,新亚电缆,常规,临界变盘,37.9,否,无,否,是,44.4,否,否,1.7,17.23,17.82,0.0,-3.3,1.53
600894,广日股份,常规,回踩确认,37.8,否,无,是,否,30.1,否,否,0.49,7.43,7.49,7.45,-0.75,4.15
601188,龙江交通,常规,临界变盘,37.8,否,无,是,否,30.3,否,否,0.85,2.95,3.0,2.98,-1.52,3.37
300470,中密控股,常规,回踩确认,37.7,否,无,是,否,33.6,否,否,0.99,27.95,27.72,27.71,0.83,4.08
600993,马应龙,常规,临界变盘,37.6,否,无,是,否,30.4,否,否,0.96,23.06,23.76,23.49,-2.93,2.03
600223,福瑞达,常规,临界变盘,37.5,否,无,否,是,41.9,否,否,0.97,5.68,5.72,0.0,-0.71,4.27
002508,老板电器,常规,临界变盘,37.5,否,无,是,否,36.1,否,否,0.82,16.05,16.4,16.38,-2.13,2.87
603066,音飞储存,常规,临界变盘,37.4,否,无,是,否,32.6,否,否,0.79,9.13,9.18,9.18,-0.51,4.51
920017,星昊医药,常规,临界变盘,37.4,否,无,是,否,32.3,否,否,0.56,16.64,17.16,16.91,-3.0,2.05
600918,中泰证券,常规,临界变盘,37.3,否,无,是,否,30.3,否,否,0.85,5.67,5.79,5.55,-2.05,3.02
603955,大千生态,常规,临界变盘,37.2,否,无,否,是,51.8,否,否,0.99,21.17,21.34,0.0,-0.78,4.34
301586,佳力奇,常规,临界变盘,37.2,否,无,否,是,50.9,否,否,0.63,30.85,31.71,0.0,-2.72,2.42
603197,保隆科技,常规,临界变盘,37.0,否,无,是,否,36.3,否,否,0.98,30.27,30.78,29.99,-1.65,3.53
300320,海达股份,常规,临界变盘,37.0,否,无,是,否,36.8,否,否,1.33,8.13,8.36,8.4,-2.76,2.46
300021,大禹节水,常规,突破初现,36.9,否,无,是,否,31.0,否,否,0.84,4.09,4.05,4.06,0.93,4.29
002546,新联电子,常规,回踩确认,36.9,否,无,否,是,47.2,否,否,1.34,7.93,7.98,0.0,-0.58,4.65
002480,新筑股份,常规,临界变盘,36.9,否,无,是,否,32.7,否,否,1.45,5.37,5.52,5.51,-2.64,2.61
301518,长华化学,常规,临界变盘,36.9,否,无,否,是,60.1,否,否,0.68,24.27,25.09,0.0,-3.25,1.97
600023,浙能电力,常规,临界变盘,36.8,否,无,是,否,28.4,否,否,1.48,4.88,4.97,4.97,-1.82,3.48
301575,艾芬达,常规,回踩确认,36.7,否,无,否,否,37.7,否,否,0.76,26.68,26.71,0.0,-0.1,1.22
301187,欧圣电气,常规,临界变盘,36.6,否,无,否,是,56.3,否,否,0.84,14.35,14.78,0.0,-2.9,2.48
001308,康冠科技,常规,临界变盘,36.5,否,无,是,否,28.4,否,否,0.97,18.13,18.47,18.58,-1.83,3.56
603676,卫信康,常规,回踩确认,36.3,否,无,是,否,32.4,否,否,0.71,9.08,9.19,9.19,-1.16,4.32
002239,奥特佳,常规,临界变盘,36.3,否,无,是,否,32.1,否,否,1.03,2.55,2.6,2.6,-2.03,3.45
003037,三和管桩,常规,临界变盘,36.3,否,无,否,是,42.7,否,否,0.7,5.82,5.97,0.0,-2.45,3.04
300124,汇川技术,常规,回踩确认,36.1,否,无,是,否,31.4,否,否,1.13,59.31,59.76,60.68,-0.76,4.8
002230,科大讯飞,常规,回踩确认,36.1,否,无,是,否,42.8,否,否,1.13,39.5,40.28,40.34,-1.94,3.63
600168,武汉控股,常规,临界变盘,35.7,否,无,是,否,30.1,否,否,0.9,4.45,4.53,4.4,-1.79,3.94
601801,皖新传媒,常规,临界变盘,35.7,否,无,是,否,35.0,否,否,1.02,5.24,5.36,5.35,-2.24,3.5
002715,登云股份,常规,回踩确认,35.7,否,无,否,是,53.6,否,否,0.85,14.03,14.38,0.0,-2.41,3.32
002864,盘龙药业,常规,临界变盘,35.7,否,无,否,是,42.6,否,否,0.87,21.48,22.07,0.0,-2.68,3.03
301339,通行宝,常规,临界变盘,35.5,否,无,是,否,37.4,否,否,0.69,10.98,11.29,11.15,-2.76,3.04
601138,工业富联,常规,回踩确认,35.1,否,无,是,否,37.6,否,否,1.31,63.69,65.25,64.83,-2.39,3.58
300033,同花顺,常规,临界变盘,35.1,否,无,是,否,38.0,否,否,1.2,222.0,229.14,225.04,-3.11,2.83
300963,中洲特材,常规,突破初现,35.0,否,无,否,是,62.2,否,否,1.11,11.63,11.28,0.0,3.14,4.6
300225,金力泰,常规,突破初现,35.0,否,无,否,是,42.5,否,否,4.12,7.79,7.55,0.0,3.12,3.85
600004,白云机场,常规,突破初现,35.0,否,无,是,否,31.9,否,否,0.81,7.89,7.66,7.78,2.97,3.41
002895,川恒股份,常规,临界变盘,35.0,否,无,是,否,37.5,否,否,0.84,33.6,34.1,33.86,-1.47,4.74
300339,润和软件,常规,回踩确认,35.0,否,无,否,是,44.8,否,否,0.78,35.25,35.84,0.0,-1.66,4.74
002688,金河生物,常规,临界变盘,35.0,否,无,是,否,33.6,否,否,0.93,5.28,5.39,5.38,-1.99,3.99
603518,锦泓集团,常规,临界变盘,35.0,否,无,是,否,37.4,否,否,0.91,8.12,8.29,8.29,-2.01,4.37
300422,博世科,常规,回踩确认,35.0,否,无,是,否,37.2,否,否,1.12,4.18,4.27,4.27,-2.03,4.49
301508,中机认检,常规,临界变盘,35.0,否,无,是,否,35.1,否,否,1.14,24.52,25.03,24.2,-2.05,3.96
300452,山河药辅,常规,回踩确认,35.0,否,无,是,否,34.0,否,否,0.74,12.85,13.14,13.0,-2.19,4.4
600810,神马股份,常规,临界变盘,35.0,否,无,否,是,52.8,否,否,0.71,6.55,6.7,0.0,-2.27,4.03
600292,电投水电,常规,临界变盘,35.0,否,无,是,否,30.4,否,否,0.84,12.05,12.37,12.42,-2.57,3.86
300722,新余国科,常规,临界变盘,35.0,否,无,否,是,52.9,否,否,0.92,22.47,23.1,0.0,-2.72,3.47
300213,佳讯飞鸿,常规,临界变盘,35.0,否,无,否,是,50.6,否,否,0.92,6.5,6.68,0.0,-2.75,4.49
002573,清新环境,常规,临界变盘,35.0,否,无,是,否,32.6,否,否,0.71,3.25,3.35,3.37,-3.12,2.9
002775,文科股份,常规,临界变盘,35.0,否,无,否,是,44.9,否,否,1.18,3.57,3.69,0.0,-3.19,2.98
601369,陕鼓动力,常规,临界变盘,35.0,是,Fib-55x2(110K),否,否,34.4,否,否,1.39,8.55,8.84,0.0,-3.33,3.56
688739,成大生物,常规,临界变盘,35.0,是,Sym-49x4(196K),否,否,33.5,否,否,1.02,20.44,21.16,0.0,-3.41,2.97
600054,黄山旅游,常规,临界变盘,35.0,否,无,是,否,28.7,否,否,0.94,11.54,11.96,11.26,-3.48,3.88
002233,塔牌集团,常规,临界变盘,35.0,否,无,是,否,29.9,否,否,1.32,7.09,7.35,7.16,-3.49,2.84
600567,山鹰国际,常规,临界变盘,31.9,否,无,否,否,33.2,否,否,0.74,1.34,1.37,0.0,-2.33,0.89
301109,军信股份,常规,回踩确认,29.1,否,无,否,否,31.1,否,否,0.92,12.97,13.03,0.0,-0.45,3.93
000099,中信海直,常规,回踩确认,27.8,否,无,否,否,42.8,否,否,1.29,13.87,13.82,0.0,0.35,4.52
301206,三元生物,常规,临界变盘,26.6,否,无,否,否,28.9,否,否,0.81,23.41,24.13,0.0,-2.97,2.41
600597,光明乳业,常规,突破初现,25.0,否,无,否,否,32.4,否,否,0.73,7.06,6.95,0.0,1.65,4.63
002127,南极电商,常规,临界变盘,25.0,否,无,否,否,32.9,否,否,0.95,2.98,3.08,0.0,-3.16,3.47
002594,比亚迪,常规,临界变盘,25.0,否,无,否,否,30.7,否,否,0.59,87.4,90.32,0.0,-3.24,3.42
