代码,名称,类型,形态阶段,综合评分,时间共振,周期详情,双线共振,波浪穷竭,最大跌幅(%),双轨收敛,首阳放量,量比,现价,宏观阻力价,次级阻力价,偏差(%),均线带宽(%)
688526,科前生物,常规,临界变盘,51.7,否,无,是,否,32.1,否,是,1.3,12.78,13.2,12.92,-3.18,2.15
600905,三峡能源,常规,临界变盘,51.6,是,Fib-55x2(110K),是,否,22.0,否,否,0.87,3.68,3.69,3.68,-0.31,3.06
002124,天邦食品,常规,突破初现,51.4,否,无,是,否,38.1,是,否,3.28,2.42,2.35,2.35,2.95,2.49
600167,联美控股,常规,突破初现,51.3,否,无,是,是,46.7,否,否,0.74,5.8,5.68,5.62,2.12,1.34
300678,中科信息,常规,回踩确认,51.3,否,无,是,是,46.1,否,否,0.96,22.54,22.3,22.35,1.08,2.42
600218,全柴动力,常规,临界变盘,51.3,否,无,是,是,44.4,否,否,0.83,7.71,7.65,7.65,0.75,2.75
300389,艾比森,常规,临界变盘,51.3,否,无,是,是,49.0,否,否,1.19,12.85,12.85,12.84,-0.03,3.47
920108,宏海科技,常规,临界变盘,51.3,是,Sym-50x4(200K),否,是,49.6,否,否,0.57,9.28,9.41,0.0,-1.38,2.08
301559,中集环科,常规,临界变盘,51.3,否,无,是,是,38.3,否,否,1.1,13.09,13.28,13.19,-1.4,2.09
603191,望变电气,常规,回踩确认,51.2,否,无,否,是,57.7,否,是,1.56,15.8,15.47,0.0,2.12,3.4
002090,金智科技,常规,临界变盘,51.1,否,无,是,是,40.0,否,否,1.27,9.3,9.4,9.47,-1.01,2.55
002157,正邦科技,常规,突破初现,51.0,否,无,是,否,31.3,否,是,3.39,3.22,3.19,3.13,1.09,4.52
300034,钢研高纳,常规,突破初现,50.9,否,无,是,是,41.8,否,否,1.28,16.34,16.19,16.23,0.94,2.69
688208,道通科技,常规,回踩确认,50.8,否,无,否,是,45.2,是,否,0.96,25.68,25.29,0.0,1.56,4.1
003038,鑫铂股份,常规,临界变盘,50.8,否,无,是,是,51.5,否,否,1.12,10.95,11.07,11.07,-1.09,2.59
300341,麦克奥迪,常规,临界变盘,50.8,否,无,是,是,43.1,否,否,0.97,12.93,13.31,13.38,-2.82,0.86
603708,家家悦,常规,回踩确认,50.6,否,无,是,是,41.2,否,否,1.1,9.42,9.59,9.59,-1.79,1.98
600983,惠而浦,常规,临界变盘,50.5,否,无,是,是,44.5,否,否,0.88,7.61,7.72,7.7,-1.36,2.42
603896,寿仙谷,常规,回踩确认,50.4,否,无,是,是,45.1,否,否,0.6,14.87,14.73,14.71,0.98,2.86
002752,昇兴股份,常规,临界变盘,50.4,否,无,是,是,42.4,否,否,1.23,6.2,6.14,6.15,0.91,2.95
603051,鹿山新材,常规,回踩确认,50.4,否,无,是,是,43.2,否,否,0.95,21.18,21.16,21.06,0.11,3.72
600085,同仁堂,常规,回踩确认,50.2,否,无,是,是,39.6,否,否,1.19,24.14,24.3,24.28,-0.65,3.28
002010,传化智联,常规,回踩确认,50.2,否,无,是,是,40.3,否,否,0.79,4.58,4.66,4.69,-1.76,2.17
002984,森麒麟,常规,回踩确认,50.1,否,无,是,是,45.1,否,否,0.95,13.76,13.96,13.95,-1.45,2.53
600977,中国电影,常规,突破初现,50.0,否,无,是,否,43.3,否,是,1.45,12.69,12.34,12.61,2.85,4.0
603579,荣泰健康,常规,突破初现,50.0,否,无,是,是,45.8,否,否,0.82,18.22,17.72,18.15,2.82,1.2
300190,维尔利,常规,突破初现,50.0,是,Sym-39x3(117K),否,否,35.9,否,是,2.43,4.07,3.97,0.0,2.43,3.8
300298,三诺生物,常规,临界变盘,50.0,否,无,是,否,34.2,否,是,1.5,16.01,16.35,16.16,-2.09,4.3
002557,洽洽食品,常规,临界变盘,50.0,否,无,是,否,30.4,是,否,1.17,18.95,19.61,19.24,-3.34,2.84
601868,中国能建,常规,回踩确认,49.8,是,Sym-40x3(120K),是,否,37.6,否,否,1.08,2.48,2.46,2.44,1.01,3.06
600635,大众公用,常规,临界变盘,49.7,否,无,是,是,51.0,否,否,1.37,4.72,4.72,4.72,-0.05,4.07
300496,中科创达,常规,回踩确认,49.7,否,无,是,是,41.9,否,否,1.1,59.05,59.63,59.78,-0.98,3.16
002358,森源电气,常规,回踩确认,49.5,否,无,是,是,48.3,否,否,1.44,5.38,5.3,5.3,1.44,2.77
688560,明冠新材,常规,临界变盘,49.5,否,无,是,是,58.8,否,否,0.93,12.22,12.26,12.27,-0.29,3.9
002007,华兰生物,常规,临界变盘,49.5,是,Sym-49x4(196K),是,否,29.0,否,否,0.96,13.04,13.4,13.21,-2.71,1.5
002454,松芝股份,常规,临界变盘,49.4,否,无,是,是,43.2,否,否,1.02,5.11,5.15,5.14,-0.82,3.43
002996,顺博合金,常规,临界变盘,49.3,是,Fib-144K,是,否,36.6,否,否,0.92,6.2,6.36,6.21,-2.58,1.71
002583,海能达,常规,临界变盘,49.2,否,无,是,是,39.0,否,否,0.87,8.49,8.54,8.65,-0.57,3.75
002182,宝武镁业,常规,回踩确认,49.1,否,无,是,是,54.2,否,否,1.25,12.0,12.02,12.02,-0.18,4.2
600751,海航科技,常规,回踩确认,49.1,否,无,是,是,48.0,否,否,1.0,3.11,3.14,3.11,-0.81,3.54
920177,恒道科技,次新,临界变盘,49.1,否,无,是,是,48.8,否,否,0.39,24.04,24.71,24.59,-2.71,1.65
600742,富维股份,常规,临界变盘,49.0,否,无,是,是,38.7,否,否,0.68,7.76,7.71,7.8,0.71,3.68
688151,华强科技,常规,回踩确认,49.0,否,无,是,是,43.2,否,否,1.1,16.64,16.66,16.47,-0.11,4.31
000683,博源化工,常规,临界变盘,49.0,否,无,是,是,45.3,否,否,1.01,6.37,6.38,6.37,-0.15,4.24
600960,渤海汽车,常规,临界变盘,49.0,否,无,是,是,46.8,否,否,0.89,4.04,4.08,4.11,-0.89,3.52
688429,时创能源,常规,回踩确认,48.9,否,无,是,是,54.0,否,否,0.69,10.02,10.06,10.05,-0.44,3.99
600873,梅花生物,常规,回踩确认,48.8,否,无,是,是,47.7,否,否,0.98,7.82,7.65,7.71,2.27,2.22
601106,中国一重,常规,回踩确认,48.8,否,无,是,是,58.0,否,否,1.28,3.03,2.98,3.01,1.76,2.7
603280,南方路机,常规,回踩确认,48.7,否,无,是,是,51.4,否,否,1.21,27.45,27.45,27.44,-0.02,4.5
002599,盛通股份,常规,回踩确认,48.7,否,无,是,是,50.3,否,否,0.71,5.83,5.85,5.98,-0.34,4.19
000158,常山北明,常规,临界变盘,48.7,否,无,是,是,53.2,否,否,0.75,13.61,13.75,13.82,-1.01,3.52
001221,悍高集团,常规,回踩确认,48.7,否,无,是,是,55.0,否,否,0.65,39.65,40.4,39.47,-1.86,2.66
002685,华东重机,常规,回踩确认,48.6,否,无,是,是,54.2,否,否,1.38,5.43,5.42,5.44,0.28,4.26
300824,北鼎股份,常规,临界变盘,48.6,否,无,是,是,48.3,否,否,0.51,7.85,7.84,7.83,0.06,4.51
688579,地纬智能,常规,临界变盘,48.6,否,无,是,是,47.5,否,否,1.01,8.07,8.19,8.19,-1.47,3.09
000913,钱江摩托,常规,临界变盘,48.6,是,Fib-55x2(110K),是,否,37.8,否,否,0.72,11.2,11.38,11.2,-1.61,2.97
300355,蒙草生态,常规,回踩确认,48.6,否,无,是,是,42.8,否,否,1.05,2.93,2.99,2.91,-1.87,2.71
600375,汉马科技,常规,回踩确认,48.6,否,无,是,是,51.0,否,否,0.84,3.83,3.91,3.75,-2.08,2.48
688509,正元地信,常规,临界变盘,48.4,否,无,是,是,44.1,否,否,1.38,4.24,4.32,4.39,-1.81,2.84
920020,泰凯英,次新,临界变盘,48.4,否,无,是,是,25.2,否,否,0.23,14.99,15.41,15.32,-2.72,1.9
000629,钒钛股份,常规,回踩确认,48.2,是,Fib-144K,是,否,34.5,否,否,0.82,3.0,3.04,3.02,-1.32,3.4
301078,孩子王,常规,临界变盘,48.2,否,无,是,是,46.8,否,否,1.16,7.29,7.48,7.48,-2.59,2.11
600475,华光环能,常规,回踩确认,48.1,否,无,是,是,52.2,否,否,0.9,14.89,14.79,14.77,0.69,4.07
603015,弘讯科技,常规,回踩确认,48.0,否,无,是,是,55.2,否,否,1.01,10.92,10.89,11.1,0.24,4.56
000544,中原环保,常规,临界变盘,48.0,否,无,是,否,25.6,否,否,1.0,7.38,7.4,7.23,-0.21,0.58
300403,汉宇集团,常规,临界变盘,48.0,否,无,是,是,50.4,否,否,0.96,9.19,9.47,9.44,-2.95,1.84
603558,健盛集团,常规,回踩确认,47.9,是,Fib-55x2(110K),是,否,30.2,否,否,0.85,12.24,12.03,12.15,1.73,3.11
600210,紫江企业,常规,临界变盘,47.9,否,无,是,否,27.6,否,否,0.59,6.11,6.11,6.09,0.07,0.76
300552,万集科技,常规,回踩确认,47.8,否,无,是,是,57.8,否,否,1.23,22.07,22.17,22.59,-0.46,4.42
301278,快可电子,常规,临界变盘,47.7,否,无,是,是,54.9,否,否,0.61,28.45,28.56,29.15,-0.38,4.53
002146,荣盛发展,常规,回踩确认,47.7,否,无,是,是,51.5,否,否,1.23,1.2,1.21,1.2,-1.0,3.93
603788,宁波高发,常规,回踩确认,47.6,否,无,是,否,29.7,否,否,0.91,13.7,13.69,13.65,0.07,0.9
002096,易普力,常规,临界变盘,47.6,否,无,是,是,42.3,否,否,0.86,9.64,9.66,9.7,-0.23,4.75
600959,江苏有线,常规,突破初现,47.5,否,无,是,是,42.0,否,否,1.03,3.14,3.08,3.16,1.88,3.12
300784,利安科技,常规,临界变盘,47.5,是,Fib-144K,否,是,46.4,否,否,1.05,41.8,42.15,0.0,-0.82,4.16
002393,力生制药,常规,临界变盘,47.5,是,Fib-55x2(110K),是,否,32.7,否,否,0.98,13.98,14.35,14.3,-2.56,2.46
605378,野马电池,常规,临界变盘,47.3,否,无,是,是,56.6,否,否,0.99,14.4,14.69,14.7,-1.99,3.09
300098,高新兴,常规,回踩确认,47.2,否,无,否,是,46.4,否,否,0.99,4.49,4.49,0.0,0.07,1.03
688459,哈铁科技,常规,临界变盘,47.2,否,无,是,否,23.6,否,否,0.7,8.08,8.12,7.92,-0.52,0.62
002312,川发龙蟒,常规,临界变盘,47.2,否,无,是,是,44.1,否,否,0.8,8.49,8.76,8.64,-3.07,2.05
688570,天玛智控,常规,回踩确认,47.1,否,无,否,否,32.8,是,否,0.75,14.77,14.92,0.0,-1.01,2.14
600822,上海物贸,常规,临界变盘,47.0,否,无,是,是,39.3,否,否,0.98,8.46,8.59,8.34,-1.47,3.72
688050,爱博医疗,常规,回踩确认,47.0,否,无,是,是,46.7,否,否,1.19,39.33,40.2,40.63,-2.16,3.05
600939,重庆建工,常规,临界变盘,46.9,否,无,是,是,47.6,否,否,0.92,2.7,2.73,2.64,-0.95,4.31
